Orthogroup	PCC_6303	336-3
OG0001881	WP_015197155.1	WP_035154176.1
OG0001882	WP_015197156.1	WP_035154178.1
OG0001883	WP_015197157.1	WP_035154180.1
OG0001884	WP_015200787.1	WP_035154185.1
OG0001886	WP_015198602.1	WP_035154197.1
OG0001887	WP_015198603.1	WP_035154199.1
OG0001888	WP_015199564.1	WP_035154213.1
OG0001889	WP_015199361.1	WP_035154216.1
OG0001890	WP_015198464.1	WP_035154218.1
OG0001891	WP_041739595.1	WP_035154220.1
OG0001892	WP_015198461.1	WP_035154224.1
OG0001893	WP_015197694.1	WP_035154228.1
OG0001894	WP_015197691.1	WP_035154232.1
OG0001895	WP_015197775.1	WP_035154234.1
OG0001896	WP_015196917.1	WP_035154235.1
OG0001897	WP_015200329.1	WP_035154245.1
OG0001898	WP_015196459.1	WP_035154247.1
OG0001899	WP_015199694.1	WP_035154249.1
OG0001900	WP_015199371.1	WP_035154253.1
OG0001902	WP_015200740.1	WP_035154259.1
OG0001903	WP_015200739.1	WP_035154261.1
OG0001904	WP_015196534.1	WP_035154265.1
OG0001905	WP_015196536.1	WP_035154268.1
OG0001906	WP_015196771.1	WP_035154275.1
OG0001907	WP_015196769.1	WP_035154277.1
OG0001908	WP_041740277.1	WP_035154280.1
OG0001909	WP_015200222.1	WP_035154281.1
OG0001910	WP_015200223.1	WP_035154282.1
OG0001911	WP_015200357.1	WP_035154284.1
OG0001912	WP_015200358.1	WP_035154285.1
OG0001913	WP_015200360.1	WP_035154289.1
OG0001914	WP_015200364.1	WP_035154294.1
OG0001915	WP_015200365.1	WP_035154295.1
OG0001916	WP_015200366.1	WP_035154297.1
OG0001917	WP_015200367.1	WP_035154298.1
OG0001918	WP_015200368.1	WP_035154299.1
OG0001919	WP_015200369.1	WP_035154300.1
OG0001920	WP_015196417.1	WP_035154302.1
OG0001921	WP_015196418.1	WP_035154303.1
OG0001922	WP_015196419.1	WP_035154305.1
OG0001923	WP_015196420.1	WP_035154306.1
OG0001924	WP_015196421.1	WP_035154307.1
OG0001925	WP_041740238.1	WP_035154309.1
OG0001926	WP_015196425.1	WP_035154313.1
OG0001927	WP_015200918.1	WP_035154316.1
OG0001928	WP_015200921.1	WP_035154319.1
OG0001929	WP_015200325.1	WP_035154329.1
OG0001930	WP_015200324.1	WP_035154331.1
OG0001931	WP_015200323.1	WP_035154332.1
OG0001932	WP_015197659.1	WP_035154334.1
OG0001933	WP_015198650.1	WP_035154345.1
OG0001934	WP_015195837.1	WP_035154347.1
OG0001935	WP_015200370.1	WP_035154350.1
OG0001936	WP_015200371.1	WP_035154352.1
OG0001937	WP_015198473.1	WP_035154359.1
OG0001938	WP_015198470.1	WP_035154360.1
OG0001939	WP_015198469.1	WP_035154362.1
OG0001940	WP_015198468.1	WP_035154364.1
OG0001941	WP_015201013.1	WP_035154369.1
OG0001942	WP_015201098.1	WP_035154371.1
OG0001943	WP_015195900.1	WP_035154377.1
OG0001944	WP_015196447.1	WP_035154378.1
OG0001945	WP_041740716.1	WP_035154382.1
OG0001946	WP_015199016.1	WP_035154383.1
OG0001947	WP_015199017.1	WP_035154385.1
OG0001948	WP_015199019.1	WP_035154389.1
OG0001949	WP_015199020.1	WP_035154391.1
OG0001950	WP_015197353.1	WP_035154419.1
OG0001951	WP_015198841.1	WP_035154425.1
OG0001952	WP_015198713.1	WP_035154428.1
OG0001953	WP_015198712.1	WP_035154430.1
OG0001954	WP_015198711.1	WP_035154432.1
OG0001955	WP_015198710.1	WP_035154434.1
OG0001956	WP_015198708.1	WP_035154437.1
OG0001957	WP_015197322.1	WP_035154439.1
OG0001958	WP_041740847.1	WP_035154441.1
OG0001959	WP_015199987.1	WP_035154443.1
OG0001960	WP_015201044.1	WP_035154445.1
OG0001961	WP_015200561.1	WP_035154448.1
OG0001962	WP_015197366.1	WP_035154452.1
OG0001963	WP_015195901.1	WP_035154456.1
OG0001964	WP_015195902.1	WP_035154458.1
OG0001965	WP_015201075.1	WP_035154463.1
OG0001966	WP_015201076.1	WP_035154465.1
OG0001967	WP_015201079.1	WP_035154469.1
OG0001968	WP_015201080.1	WP_035154471.1
OG0001969	WP_015201083.1	WP_035154475.1
OG0001970	WP_015201085.1	WP_035154477.1
OG0001971	WP_015201086.1	WP_035154479.1
OG0001972	WP_015201087.1	WP_035154481.1
OG0001973	WP_015201088.1	WP_035154483.1
OG0001974	WP_015197338.1	WP_035154495.1
OG0001975	WP_015197342.1	WP_035154500.1
OG0001976	WP_015200644.1	WP_035154502.1
OG0001977	WP_015200642.1	WP_035154507.1
OG0001978	WP_015200641.1	WP_035154508.1
OG0001979	WP_015200640.1	WP_035154509.1
OG0001980	WP_041740914.1	WP_035154510.1
OG0001981	WP_015200638.1	WP_035154511.1
OG0001982	WP_015200963.1	WP_035154512.1
OG0001983	WP_015200140.1	WP_035154514.1
OG0001984	WP_015200139.1	WP_035154515.1
OG0001986	WP_015199988.1	WP_035154518.1
OG0001987	WP_015201104.1	WP_035154519.1
OG0001988	WP_015196506.1	WP_035154522.1
OG0001989	WP_015200084.1	WP_035154523.1
OG0001990	WP_015199551.1	WP_035154528.1
OG0001991	WP_015201046.1	WP_035154529.1
OG0001992	WP_015196612.1	WP_035154530.1
OG0001993	WP_015199092.1	WP_035154535.1
OG0001994	WP_015199053.1	WP_035154540.1
OG0001995	WP_015200663.1	WP_035154542.1
OG0001996	WP_015196437.1	WP_035154546.1
OG0001997	WP_015196439.1	WP_035154547.1
OG0001998	WP_015197642.1	WP_035154549.1
OG0001999	WP_015197643.1	WP_035154551.1
OG0002000	WP_015197644.1	WP_035154552.1
OG0002001	WP_015200072.1	WP_035154558.1
OG0002002	WP_015200073.1	WP_035154560.1
OG0002003	WP_015195879.1	WP_035154561.1
OG0002004	WP_015195877.1	WP_035154563.1
OG0002005	WP_015196558.1	WP_035154568.1
OG0002006	WP_015199188.1	WP_035154571.1
OG0002007	WP_015199494.1	WP_035154573.1
OG0002008	WP_015199493.1	WP_035154575.1
OG0002009	WP_015199506.1	WP_035154577.1
OG0002010	WP_015198531.1	WP_035154584.1
OG0002011	WP_015197167.1	WP_035154588.1
OG0002012	WP_015197168.1	WP_035154589.1
OG0002013	WP_015197170.1	WP_035154591.1
OG0002014	WP_015196312.1	WP_035154592.1
OG0002015	WP_015197441.1	WP_035154593.1
OG0002017	WP_041740698.1	WP_035154598.1
OG0002018	WP_015198533.1	WP_035154600.1
OG0002019	WP_015198534.1	WP_035154601.1
OG0002020	WP_015198535.1	WP_035154603.1
OG0002021	WP_015200010.1	WP_035154605.1
OG0002022	WP_015200651.1	WP_035154613.1
OG0002023	WP_015195781.1	WP_035154615.1
OG0002024	WP_015200546.1	WP_035154619.1
OG0002025	WP_015200547.1	WP_035154620.1
OG0002026	WP_015199453.1	WP_035154632.1
OG0002027	WP_015195840.1	WP_035154633.1
OG0002028	WP_015196808.1	WP_035154634.1
OG0002029	WP_015198881.1	WP_035154635.1
OG0002030	WP_015197134.1	WP_035154638.1
OG0002031	WP_015195905.1	WP_035154641.1
OG0002032	WP_015196691.1	WP_035154642.1
OG0002033	WP_015196688.1	WP_035154645.1
OG0002034	WP_015195845.1	WP_035154647.1
OG0002035	WP_015195844.1	WP_035154648.1
OG0002036	WP_015198986.1	WP_035154653.1
OG0002037	WP_015198983.1	WP_035154654.1
OG0002038	WP_015198982.1	WP_035154655.1
OG0002039	WP_015196650.1	WP_035154656.1
OG0002040	WP_015196649.1	WP_035154657.1
OG0002041	WP_015196403.1	WP_035154662.1
OG0002042	WP_015200694.1	WP_035154668.1
OG0002043	WP_015197279.1	WP_035154675.1
OG0002044	WP_015198437.1	WP_035154685.1
OG0002045	WP_015197277.1	WP_035154686.1
OG0002046	WP_015197276.1	WP_035154688.1
OG0002047	WP_015197275.1	WP_035154690.1
OG0002048	WP_015200331.1	WP_035154694.1
OG0002049	WP_015200446.1	WP_035154700.1
OG0002050	WP_015200447.1	WP_035154702.1
OG0002051	WP_015200448.1	WP_035154703.1
OG0002052	WP_015200449.1	WP_035154704.1
OG0002053	WP_015199509.1	WP_035154705.1
OG0002054	WP_015201058.1	WP_035154706.1
OG0002055	WP_015196916.1	WP_035154707.1
OG0002056	WP_015200201.1	WP_035154708.1
OG0002057	WP_015199093.1	WP_035154709.1
OG0002058	WP_015200110.1	WP_035154712.1
OG0002059	WP_015200109.1	WP_035154713.1
OG0002060	WP_015196394.1	WP_035154777.1
OG0002061	WP_015196395.1	WP_035154779.1
OG0002062	WP_015196397.1	WP_035154782.1
OG0002063	WP_015200210.1	WP_035154790.1
OG0002064	WP_015200209.1	WP_035154793.1
OG0002065	WP_015198796.1	WP_035154803.1
OG0002066	WP_041740659.1	WP_035154806.1
OG0002067	WP_015198793.1	WP_035154808.1
OG0002068	WP_015198792.1	WP_035154811.1
OG0002069	WP_015198791.1	WP_035154813.1
OG0002070	WP_015198790.1	WP_035154818.1
OG0002071	WP_015198788.1	WP_035154821.1
OG0002072	WP_015198797.1	WP_035154827.1
OG0002073	WP_015196592.1	WP_035154828.1
OG0002074	WP_015199672.1	WP_035154830.1
OG0002075	WP_015199673.1	WP_035154832.1
OG0002076	WP_041740779.1	WP_035154836.1
OG0002077	WP_015196807.1	WP_035154840.1
OG0002078	WP_015199585.1	WP_035154842.1
OG0002079	WP_015199539.1	WP_035154848.1
OG0002080	WP_015197122.1	WP_035154850.1
OG0002082	WP_015199199.1	WP_035154871.1
OG0002084	WP_015198489.1	WP_035154883.1
OG0002085	WP_015198490.1	WP_035154885.1
OG0002086	WP_015198491.1	WP_035154889.1
OG0002087	WP_015195777.1	WP_035154891.1
OG0002088	WP_015195776.1	WP_035154892.1
OG0002089	WP_015195775.1	WP_035154896.1
OG0002090	WP_015196886.1	WP_035154913.1
OG0002091	WP_015196887.1	WP_035154916.1
OG0002092	WP_015196888.1	WP_035154920.1
OG0002093	WP_015200177.1	WP_035154922.1
OG0002094	WP_015200176.1	WP_035154931.1
OG0002095	WP_015200175.1	WP_035154934.1
OG0002096	WP_015200075.1	WP_035154940.1
OG0002097	WP_015199062.1	WP_035154945.1
OG0002098	WP_041739057.1	WP_035154947.1
OG0002099	WP_015200411.1	WP_035154951.1
OG0002100	WP_015199848.1	WP_035154953.1
OG0002101	WP_015195918.1	WP_035154965.1
OG0002102	WP_015199307.1	WP_035154970.1
OG0002103	WP_015198991.1	WP_035154974.1
OG0002104	WP_041739708.1	WP_035154977.1
OG0002105	WP_015197788.1	WP_035154980.1
OG0002106	WP_015197790.1	WP_035154985.1
OG0002107	WP_015197789.1	WP_035154988.1
OG0002108	WP_015197793.1	WP_035154991.1
OG0002109	WP_203225966.1	WP_035154997.1
OG0002110	WP_144051015.1	WP_035154999.1
OG0002111	WP_015197493.1	WP_035155002.1
OG0002112	WP_015197657.1	WP_035155013.1
OG0002113	WP_015197656.1	WP_035155016.1
OG0002114	WP_015197655.1	WP_035155019.1
OG0002115	WP_015199302.1	WP_035155022.1
OG0002116	WP_015200311.1	WP_035155025.1
OG0002117	WP_015200309.1	WP_035155028.1
OG0002118	WP_015200300.1	WP_035155045.1
OG0002119	WP_015200298.1	WP_035155048.1
OG0002120	WP_015200297.1	WP_035155050.1
OG0002121	WP_015200296.1	WP_035155052.1
OG0002122	WP_015200294.1	WP_035155057.1
OG0002123	WP_015200969.1	WP_035155067.1
OG0002124	WP_015200974.1	WP_035155078.1
OG0002125	WP_015200975.1	WP_035155081.1
OG0002126	WP_015200150.1	WP_035155084.1
OG0002127	WP_015200149.1	WP_035155087.1
OG0002128	WP_015200148.1	WP_035155092.1
OG0002129	WP_015200147.1	WP_035155095.1
OG0002130	WP_015200146.1	WP_035155098.1
OG0002131	WP_015200145.1	WP_035155101.1
OG0002132	WP_015200144.1	WP_035155104.1
OG0002134	WP_015199922.1	WP_035155113.1
OG0002135	WP_015200128.1	WP_035155114.1
OG0002136	WP_041739303.1	WP_035155116.1
OG0002137	WP_015197487.1	WP_035155118.1
OG0002138	WP_015197486.1	WP_035155121.1
OG0002139	WP_015197484.1	WP_035155123.1
OG0002140	WP_015197483.1	WP_035155126.1
OG0002141	WP_015196371.1	WP_035155128.1
OG0002142	WP_015196706.1	WP_035155137.1
OG0002143	WP_015196708.1	WP_035155146.1
OG0002144	WP_015200172.1	WP_035155147.1
OG0002145	WP_015200173.1	WP_035155151.1
OG0002146	WP_015200174.1	WP_035155153.1
OG0002147	WP_015196868.1	WP_035155155.1
OG0002148	WP_015199650.1	WP_035155160.1
OG0002149	WP_015200698.1	WP_035155172.1
OG0002150	WP_015197295.1	WP_035155190.1
OG0002151	WP_015197294.1	WP_035155191.1
OG0002152	WP_015197293.1	WP_035155192.1
OG0002153	WP_015197172.1	WP_035155193.1
OG0002154	WP_015197171.1	WP_035155194.1
OG0002155	WP_015195943.1	WP_035155195.1
OG0002156	WP_015195942.1	WP_035155197.1
OG0002157	WP_015197653.1	WP_035155198.1
OG0002158	WP_041739928.1	WP_035155199.1
OG0002159	WP_015200435.1	WP_035155205.1
OG0002160	WP_015200434.1	WP_035155207.1
OG0002161	WP_015197368.1	WP_035155220.1
OG0002162	WP_015197369.1	WP_035155223.1
OG0002163	WP_015200281.1	WP_035155234.1
OG0002164	WP_015200273.1	WP_035155237.1
OG0002165	WP_015199679.1	WP_035155240.1
OG0002166	WP_015201040.1	WP_035155259.1
OG0002167	WP_015196980.1	WP_035155261.1
OG0002168	WP_015196979.1	WP_035155263.1
OG0002169	WP_015196978.1	WP_035155267.1
OG0002170	WP_015196975.1	WP_035155278.1
OG0002171	WP_015196973.1	WP_035155282.1
OG0002172	WP_041739120.1	WP_035155284.1
OG0002173	WP_015196742.1	WP_035155292.1
OG0002174	WP_015196741.1	WP_035155303.1
OG0002175	WP_015196740.1	WP_035155305.1
OG0002176	WP_015196739.1	WP_035155307.1
OG0002177	WP_015199823.1	WP_035155309.1
OG0002178	WP_015199825.1	WP_035155313.1
OG0002179	WP_041739822.1	WP_035155315.1
OG0002180	WP_015199827.1	WP_035155318.1
OG0002181	WP_015198905.1	WP_035155320.1
OG0002182	WP_015197316.1	WP_035155327.1
OG0002183	WP_015197409.1	WP_035155329.1
OG0002184	WP_015196344.1	WP_035155337.1
OG0002185	WP_041739654.1	WP_035155342.1
OG0002186	WP_015199946.1	WP_035155368.1
OG0002187	WP_015200515.1	WP_035155370.1
OG0002188	WP_015200514.1	WP_035155373.1
OG0002189	WP_015200513.1	WP_035155376.1
OG0002190	WP_015197445.1	WP_035155387.1
OG0002191	WP_015199776.1	WP_035155400.1
OG0002192	WP_015199476.1	WP_035155402.1
OG0002193	WP_015199475.1	WP_035155410.1
OG0002194	WP_015195978.1	WP_035155420.1
OG0002195	WP_015197123.1	WP_035155422.1
OG0002196	WP_015197774.1	WP_035155424.1
OG0002197	WP_015197124.1	WP_035155441.1
OG0002198	WP_015196147.1	WP_035155459.1
OG0002199	WP_015199728.1	WP_035155485.1
OG0002200	WP_015199727.1	WP_035155488.1
OG0002201	WP_015199726.1	WP_035155491.1
OG0002202	WP_015197648.1	WP_035155494.1
OG0002203	WP_015197647.1	WP_035155497.1
OG0002204	WP_015196995.1	WP_035155503.1
OG0002205	WP_015196672.1, WP_015196996.1	WP_035155505.1
OG0002206	WP_015200047.1	WP_035155520.1
OG0002207	WP_041739808.1	WP_035155523.1
OG0002208	WP_015197406.1	WP_035155534.1
OG0002209	WP_015197401.1	WP_035155541.1
OG0002210	WP_041740352.1	WP_035155555.1
OG0002211	WP_041739263.1	WP_035155557.1
OG0002212	WP_015197566.1	WP_035155573.1
OG0002213	WP_015197563.1	WP_035155581.1
OG0002214	WP_015199523.1	WP_035155588.1
OG0002215	WP_015199846.1	WP_035155590.1
OG0002216	WP_015199845.1	WP_035155595.1
OG0002217	WP_015199843.1	WP_035155598.1
OG0002218	WP_015200070.1	WP_035155607.1
OG0002219	WP_015200069.1	WP_035155609.1
OG0002220	WP_015201003.1	WP_035155615.1
OG0002221	WP_015195780.1	WP_035155621.1
OG0002222	WP_041740880.1	WP_035155626.1
OG0002223	WP_015198818.1	WP_035155628.1
OG0002224	WP_015200552.1	WP_035155629.1
OG0002225	WP_015200551.1	WP_035155631.1
OG0002226	WP_015200550.1	WP_035155633.1
OG0002227	WP_041740900.1	WP_035155638.1
OG0002228	WP_015200543.1	WP_035155641.1
OG0002229	WP_015200601.1	WP_035155644.1
OG0002230	WP_015200602.1	WP_035155647.1
OG0002231	WP_015200603.1	WP_035155649.1
OG0002232	WP_015200604.1	WP_035155652.1
OG0002233	WP_015197212.1	WP_035155654.1
OG0002234	WP_015197211.1	WP_035155656.1
OG0002235	WP_015197210.1	WP_035155658.1
OG0002236	WP_015197209.1	WP_035155662.1
OG0002237	WP_015197206.1	WP_035155667.1
OG0002238	WP_015197205.1	WP_035155672.1
OG0002239	WP_015197204.1	WP_035155675.1
OG0002240	WP_015197203.1	WP_035155678.1
OG0002241	WP_015197202.1	WP_035155680.1
OG0002242	WP_015197199.1	WP_035155682.1
OG0002244	WP_041739833.1	WP_035155694.1
OG0002245	WP_015199892.1	WP_035155696.1
OG0002246	WP_015199891.1	WP_035155698.1
OG0002247	WP_015199890.1	WP_035155701.1
OG0002248	WP_015196465.1	WP_035155708.1
OG0002249	WP_015200132.1	WP_035155709.1
OG0002250	WP_015200131.1	WP_035155711.1
OG0002251	WP_015195907.1	WP_035155713.1
OG0002252	WP_015197135.1	WP_035155715.1
OG0002253	WP_015196546.1	WP_035155717.1
OG0002254	WP_015196548.1	WP_035155719.1
OG0002255	WP_015196549.1	WP_035155720.1
OG0002256	WP_015196550.1	WP_035155722.1
OG0002257	WP_051036758.1	WP_035155724.1
OG0002258	WP_041740263.1	WP_035155726.1
OG0002259	WP_015196553.1	WP_035155728.1
OG0002260	WP_015196554.1	WP_035155730.1
OG0002261	WP_015196472.1	WP_035155735.1
OG0002262	WP_015196473.1	WP_035155736.1
OG0002263	WP_015196474.1	WP_035155737.1
OG0002264	WP_015196476.1	WP_035155738.1
OG0002265	WP_015200938.1	WP_035155739.1
OG0002266	WP_015200939.1	WP_035155740.1
OG0002267	WP_015200940.1	WP_035155742.1
OG0002268	WP_015200941.1	WP_035155747.1
OG0002269	WP_015201002.1	WP_035155749.1
OG0002270	WP_015201001.1	WP_035155751.1
OG0002271	WP_015201000.1	WP_035155753.1
OG0002272	WP_015200999.1	WP_035155755.1
OG0002273	WP_015200998.1	WP_035155757.1
OG0002274	WP_015198706.1	WP_035155762.1
OG0002275	WP_015197587.1	WP_035155764.1
OG0002276	WP_015197588.1	WP_035155767.1
OG0002277	WP_015200116.1	WP_035155771.1
OG0002278	WP_015200785.1	WP_035155776.1
OG0002279	WP_051036816.1	WP_035155778.1
OG0002280	WP_015200804.1	WP_035155780.1
OG0002281	WP_015198645.1	WP_035155784.1
OG0002282	WP_015196794.1	WP_035155791.1
OG0002283	WP_015199276.1	WP_035155792.1
OG0002284	WP_015199275.1	WP_035155795.1
OG0002285	WP_015199273.1	WP_035155796.1
OG0002286	WP_015199272.1	WP_035155799.1
OG0002287	WP_015199270.1	WP_035155802.1
OG0002288	WP_015199787.1	WP_035155805.1
OG0002289	WP_015199784.1	WP_035155810.1
OG0002290	WP_041740613.1	WP_035155819.1
OG0002291	WP_015197139.1	WP_035155828.1
OG0002292	WP_015197141.1	WP_035155831.1
OG0002293	WP_015199135.1	WP_035155833.1
OG0002294	WP_015197332.1	WP_035155845.1
OG0002295	WP_015195813.1	WP_035155862.1
OG0002296	WP_015195814.1	WP_035155863.1
OG0002297	WP_015195817.1	WP_035155864.1
OG0002298	WP_015197518.1	WP_035155867.1
OG0002299	WP_238993848.1	WP_035155873.1
OG0002300	WP_015199245.1	WP_035155875.1
OG0002301	WP_015195921.1	WP_035155881.1
OG0002302	WP_015197333.1	WP_035155884.1
OG0002303	WP_015200532.1	WP_035155888.1
OG0002304	WP_015197843.1	WP_035155899.1
OG0002305	WP_015198515.1	WP_035155901.1
OG0002306	WP_015198757.1	WP_035155919.1
OG0002307	WP_015197569.1	WP_035155921.1
OG0002308	WP_015197660.1	WP_035155926.1
OG0002309	WP_015199454.1	WP_035155932.1
OG0002310	WP_015200011.1	WP_035155935.1
OG0002311	WP_015200012.1	WP_035155938.1
OG0002312	WP_015200014.1	WP_035155941.1
OG0002313	WP_015200276.1	WP_035155949.1
OG0002314	WP_015200275.1	WP_035155953.1
OG0002315	WP_015196183.1	WP_035155956.1
OG0002316	WP_015196184.1	WP_035155959.1
OG0002317	WP_015196971.1	WP_035155961.1
OG0002318	WP_015199500.1	WP_035155964.1
OG0002319	WP_015197422.1	WP_035155967.1
OG0002320	WP_015200383.1	WP_035155969.1
OG0002321	WP_015200381.1	WP_035155975.1
OG0002322	WP_015200376.1	WP_035155978.1
OG0002323	WP_015200375.1	WP_035155981.1
OG0002324	WP_015197517.1	WP_035155984.1
OG0002325	WP_015197515.1	WP_035155986.1
OG0002326	WP_015197513.1	WP_035155992.1
OG0002327	WP_015197509.1	WP_035155999.1
OG0002328	WP_015197508.1	WP_035156000.1
OG0002329	WP_015197507.1	WP_035156002.1
OG0002330	WP_015197506.1	WP_035156005.1
OG0002331	WP_015197501.1	WP_035156020.1
OG0002332	WP_015197500.1	WP_035156025.1
OG0002333	WP_015197520.1	WP_035156027.1
OG0002334	WP_083866363.1	WP_035156028.1
OG0002335	WP_015200727.1	WP_035156032.1
OG0002336	WP_015200725.1	WP_035156036.1
OG0002337	WP_015200127.1	WP_035156038.1
OG0002338	WP_015199321.1	WP_035156046.1
OG0002339	WP_015196578.1	WP_035156048.1
OG0002340	WP_015196579.1	WP_035156051.1
OG0002341	WP_015196580.1	WP_035156052.1
OG0002342	WP_015196796.1	WP_035156059.1
OG0002343	WP_015196799.1	WP_035156061.1
OG0002344	WP_015196801.1	WP_035156066.1
OG0002345	WP_015196802.1	WP_035156069.1
OG0002346	WP_015196803.1	WP_035156075.1
OG0002347	WP_015198835.1	WP_035156080.1
OG0002348	WP_015198834.1	WP_035156083.1
OG0002349	WP_015198833.1	WP_035156087.1
OG0002350	WP_015198832.1	WP_035156090.1
OG0002351	WP_015198762.1	WP_035156092.1
OG0002352	WP_015198763.1	WP_035156094.1
OG0002353	WP_015196662.1	WP_035156097.1
OG0002355	WP_015197571.1	WP_035156108.1
OG0002356	WP_015199318.1	WP_035156116.1
OG0002357	WP_015196760.1	WP_035156119.1
OG0002358	WP_015196761.1	WP_035156122.1
OG0002359	WP_015196763.1	WP_035156126.1
OG0002360	WP_015200504.1	WP_035156135.1
OG0002361	WP_015200503.1	WP_035156138.1
OG0002362	WP_015200502.1	WP_035156141.1
OG0002363	WP_015200501.1	WP_035156143.1
OG0002364	WP_015197327.1	WP_035156145.1
OG0002365	WP_015199775.1	WP_035156148.1
OG0002366	WP_015199773.1	WP_035156151.1
OG0002367	WP_015198736.1	WP_035156161.1
OG0002368	WP_015199791.1	WP_035156169.1
OG0002369	WP_015198843.1	WP_035156171.1
OG0002370	WP_015198844.1	WP_035156174.1
OG0002371	WP_015199375.1	WP_035156176.1
OG0002372	WP_015200898.1	WP_035156181.1
OG0002373	WP_015200899.1	WP_035156183.1
OG0002374	WP_015200900.1	WP_035156186.1
OG0002375	WP_015200901.1	WP_035156188.1
OG0002376	WP_015200902.1	WP_035156190.1
OG0002377	WP_015200904.1	WP_035156192.1
OG0002378	WP_015200905.1	WP_035156195.1
OG0002379	WP_015200906.1	WP_035156198.1
OG0002380	WP_015200137.1	WP_035156200.1
OG0002381	WP_015200136.1	WP_035156203.1
OG0002382	WP_015199180.1	WP_035156208.1
OG0002383	WP_015200330.1	WP_035156216.1
OG0002384	WP_015200967.1	WP_035156218.1
OG0002385	WP_015199542.1	WP_035156220.1
OG0002386	WP_015199541.1	WP_035156223.1
OG0002387	WP_015198592.1	WP_035156224.1
OG0002388	WP_015198590.1	WP_035156228.1
OG0002389	WP_015200935.1	WP_035156230.1
OG0002390	WP_041740243.1	WP_035156236.1
OG0002391	WP_015201025.1	WP_035156242.1
OG0002392	WP_015201027.1	WP_035156245.1
OG0002393	WP_015199719.1	WP_035156252.1
OG0002394	WP_238993786.1	WP_035156255.1
OG0002395	WP_015196538.1	WP_035156258.1
OG0002396	WP_041740992.1	WP_035156261.1
OG0002397	WP_015199883.1	WP_035156276.1
OG0002398	WP_015196211.1	WP_035156282.1
OG0002399	WP_015196857.1	WP_035156285.1
OG0002400	WP_015200560.1	WP_035156287.1
OG0002401	WP_015197649.1	WP_035156295.1
OG0002402	WP_015197650.1	WP_035156299.1
OG0002403	WP_015198727.1	WP_035156303.1
OG0002404	WP_015198506.1	WP_035156307.1
OG0002405	WP_015200025.1	WP_035156310.1
OG0002406	WP_015197307.1	WP_035156313.1
OG0002407	WP_015197308.1	WP_035156316.1
OG0002408	WP_015197309.1	WP_035156318.1
OG0002409	WP_015197310.1	WP_035156322.1
OG0002410	WP_015197496.1	WP_035156326.1
OG0002411	WP_015197495.1	WP_035156329.1
OG0002412	WP_015196204.1	WP_035156332.1
OG0002413	WP_015200468.1	WP_035156337.1
OG0002414	WP_015200293.1	WP_035156339.1
OG0002415	WP_015200291.1	WP_035156342.1
OG0002416	WP_015200289.1	WP_035156348.1
OG0002417	WP_041740876.1	WP_035156350.1
OG0002418	WP_015200287.1	WP_035156353.1
OG0002419	WP_041739901.1	WP_035156355.1
OG0002420	WP_015200284.1	WP_035156357.1
OG0002421	WP_015200283.1	WP_035156359.1
OG0002422	WP_015200523.1	WP_035156368.1
OG0002423	WP_015200527.1	WP_035156374.1
OG0002424	WP_015200528.1	WP_035156378.1
OG0002425	WP_015198549.1	WP_035156387.1
OG0002426	WP_015200703.1	WP_035156389.1
OG0002427	WP_015198782.1	WP_035156399.1
OG0002428	WP_015199350.1	WP_035156402.1
OG0002429	WP_015196752.1	WP_035156405.1
OG0002430	WP_015196793.1	WP_035156408.1
OG0002431	WP_015196863.1	WP_035156416.1
OG0002432	WP_015196861.1	WP_035156420.1
OG0002433	WP_015197455.1	WP_035156434.1
OG0002434	WP_015197456.1	WP_035156438.1
OG0002435	WP_015197458.1	WP_035156441.1
OG0002436	WP_015197459.1	WP_035156443.1
OG0002437	WP_015199756.1	WP_035156454.1
OG0002438	WP_015201094.1	WP_035156459.1
OG0002439	WP_015200230.1	WP_035156465.1
OG0002440	WP_015200228.1	WP_035156467.1
OG0002441	WP_015196629.1	WP_035156470.1
OG0002442	WP_015196631.1	WP_035156477.1
OG0002443	WP_015196633.1	WP_144416017.1, WP_035156481.1
OG0002444	WP_015196634.1	WP_035156483.1
OG0002445	WP_015199077.1	WP_035156490.1
OG0002446	WP_015199078.1	WP_035156492.1
OG0002447	WP_015199079.1	WP_035156494.1
OG0002448	WP_015199080.1	WP_035156496.1
OG0002449	WP_015200853.1	WP_035156501.1
OG0002450	WP_015200854.1	WP_035156504.1
OG0002451	WP_015200855.1	WP_035156507.1
OG0002452	WP_015200856.1	WP_035156510.1
OG0002453	WP_015200857.1	WP_035156514.1
OG0002454	WP_015200858.1	WP_035156516.1
OG0002455	WP_015200859.1	WP_035156519.1
OG0002456	WP_015200860.1	WP_035156522.1
OG0002457	WP_015200861.1	WP_035156524.1
OG0002458	WP_015200863.1	WP_035156527.1
OG0002459	WP_015200864.1	WP_035156530.1
OG0002460	WP_015200865.1	WP_035156534.1
OG0002461	WP_015200866.1	WP_035156538.1
OG0002462	WP_015200867.1	WP_035156540.1
OG0002463	WP_015200868.1	WP_035156543.1
OG0002464	WP_015200869.1	WP_035156545.1
OG0002465	WP_015200870.1	WP_035156547.1
OG0002466	WP_015200871.1	WP_035156549.1
OG0002467	WP_015200872.1	WP_035156552.1
OG0002468	WP_015200873.1	WP_035156555.1
OG0002469	WP_015200874.1	WP_035156557.1
OG0002470	WP_015200876.1	WP_035156561.1
