Orthogroup	PCC_6303	PCC_7716
OG0003162	WP_015199939.1	WP_224176408.1
OG0003163	WP_015197014.1	WP_224178492.1
OG0003164	WP_015198523.1	WP_224175509.1
OG0003165	WP_015199885.1	WP_223977689.1
OG0003166	WP_015199584.1	WP_223989372.1
OG0003167	WP_015198941.1	WP_223972829.1
OG0003168	WP_015196754.1	WP_223985656.1
OG0003169	WP_015199099.1	WP_223977865.1
OG0003170	WP_015200009.1	WP_223986202.1
OG0003171	WP_015200076.1	WP_223973039.1
OG0003172	WP_015197935.1	WP_224174901.1
OG0003173	WP_015199762.1	WP_223973302.1
OG0003174	WP_015200417.1	WP_223982670.1
OG0003175	WP_041740933.1	WP_224179719.1
OG0003176	WP_041740816.1	WP_224179237.1
OG0003177	WP_015196222.1	WP_224178408.1
OG0003178	WP_144051141.1	WP_224178673.1
OG0003179	WP_015200005.1	WP_224177331.1
OG0003180	WP_015200695.1	WP_224178113.1
OG0003181	WP_015196398.1	WP_224176976.1
OG0003182	WP_015197565.1	WP_224179690.1
OG0003183	WP_015200013.1	WP_223976204.1
OG0003184	WP_015200058.1	WP_224179243.1
OG0003185	WP_015200774.1	WP_223975685.1
OG0003186	WP_015200092.1	WP_223983679.1
OG0003187	WP_015196992.1	WP_224175436.1
OG0003188	WP_041740040.1	WP_224177225.1
OG0003189	WP_015196875.1	WP_019492404.1
OG0003190	WP_015200481.1	WP_224177863.1
OG0003191	WP_041739252.1	WP_224179229.1
OG0003192	WP_238993790.1	WP_224179713.1
OG0003193	WP_015198890.1	WP_224178515.1
OG0003194	WP_015200052.1	WP_224174619.1
OG0003195	WP_015199967.1	WP_223972597.1
OG0003197	WP_238993834.1	WP_223978738.1
OG0003198	WP_015199622.1	WP_223983893.1
OG0003200	WP_015197057.1	WP_223990799.1
OG0003201	WP_015198668.1	WP_224175211.1, WP_224179182.1
OG0003202	WP_015199221.1	WP_223986362.1
OG0003203	WP_015200715.1	WP_223976889.1
OG0003204	WP_015196143.1	WP_223980696.1
OG0003205	WP_015199567.1	WP_223980223.1
OG0003206	WP_015200355.1	WP_223976761.1
OG0003207	WP_015200723.1	WP_224177736.1, WP_224177737.1, WP_223978890.1
OG0003208	WP_015200832.1	WP_223984806.1
OG0003209	WP_041740966.1	WP_224175167.1
OG0003210	WP_015197297.1	WP_224177760.1
OG0003211	WP_015197376.1	WP_224174820.1
OG0003212	WP_015196567.1	WP_224177526.1
OG0003213	WP_015196341.1	WP_223972538.1
OG0003214	WP_015199411.1	WP_223976483.1
OG0003215	WP_015199741.1	WP_019494482.1
OG0003216	WP_015200720.1	WP_223978823.1
OG0003217	WP_015197564.1	WP_223978872.1
OG0003219	WP_015196670.1	WP_224175282.1
OG0003223	WP_015199600.1	WP_224178458.1, WP_224176496.1
OG0003224	WP_015200645.1	WP_224176196.1
OG0003226	WP_015199872.1	WP_224176536.1
OG0003227	WP_015199873.1	WP_223977772.1
OG0003228	WP_015199941.1	WP_224175543.1, WP_224175618.1
OG0003229	WP_015200569.1, WP_015198821.1	WP_223978079.1
OG0003234	WP_015196522.1	WP_223978140.1
OG0003237	WP_015199473.1	WP_224174100.1
OG0003240	WP_015197036.1	WP_224173936.1
OG0003246	WP_015197731.1	WP_224177777.1, WP_224178956.1, WP_224174057.1
OG0003247	WP_015196255.1	WP_224175793.1, WP_224176325.1
OG0003248	WP_015199815.1	WP_224179424.1, WP_224175772.1, WP_224178217.1
OG0003249	WP_015197807.1, WP_015196842.1	WP_223987504.1
OG0003253	WP_015197407.1	WP_223973214.1, WP_224179722.1
OG0003256	WP_015200340.1	WP_224173998.1
OG0003258	WP_015195859.1	WP_224178172.1
OG0003260	WP_015196756.1	WP_223977609.1
OG0003263	WP_015195894.1	WP_223977055.1
OG0003266	WP_015198174.1	WP_096694881.1, WP_224175712.1
OG0003267	WP_015198370.1	WP_224180174.1, WP_224175848.1
OG0003268	WP_015199424.1	WP_224175983.1, WP_224176701.1
OG0003269	WP_015196913.1	WP_223974800.1
OG0003270	WP_015196822.1	WP_223975347.1
OG0003274	WP_041740456.1	WP_224174686.1
OG0003275	WP_015200037.1	WP_224174762.1
OG0003276	WP_015199130.1	WP_224179153.1
OG0003279	WP_015196898.1	WP_224178155.1
OG0003279	WP_015196895.1	WP_223976912.1
OG0003280	WP_015196705.1, WP_015195935.1	WP_223985769.1
OG0003281	WP_015197816.1	WP_223971656.1
OG0003283	WP_015199808.1	WP_224178215.1
OG0003283	WP_015199810.1	WP_224179423.1
OG0003287	WP_015197389.1	WP_224174208.1
OG0003288	WP_015197859.1	WP_224178918.1
OG0003294	WP_015198436.1	WP_224175638.1, WP_224175636.1, WP_224175635.1
OG0003296	WP_015173977.1	WP_224180347.1
OG0003297	WP_015173979.1	WP_224180349.1
OG0003298	WP_015173981.1	WP_224180352.1
OG0003300	WP_015201149.1	WP_224180403.1, WP_224180492.1, WP_224180054.1
OG0003301	WP_015200533.1	WP_223989637.1
OG0003302	WP_015197061.1	WP_127081288.1
OG0003303	WP_015196882.1	WP_223975872.1
OG0003305	WP_015201057.1	WP_224176594.1
OG0003306	WP_015196907.1	WP_224177691.1
OG0003309	WP_015197947.1	WP_224179340.1
OG0003311	WP_015196815.1	WP_224179094.1, WP_224177973.1
OG0003312	WP_015198378.1	WP_223990688.1
OG0003313	WP_083866346.1	WP_224175405.1, WP_224177306.1, WP_224177051.1
OG0003318	WP_015196444.1	WP_224176673.1
OG0003324	WP_041741284.1	WP_223984293.1, WP_224178433.1
OG0003326	WP_015198127.1, WP_015197917.1	WP_223976457.1
OG0003329	WP_238993744.1	WP_224175279.1
OG0003329	WP_238993708.1, WP_238993743.1	WP_223975018.1
OG0003330	WP_015199420.1, WP_051036592.1, WP_015196079.1, WP_015195931.1	WP_223980377.1
OG0003331	WP_015196824.1	WP_224178711.1
OG0003333	WP_203225992.1	WP_127086797.1
OG0003339	WP_015196191.1	WP_223984463.1
OG0003340	WP_015196512.1	WP_223975733.1
OG0003341	WP_015199442.1	WP_223978150.1
OG0003342	WP_015198242.1	WP_224174918.1
OG0003344	WP_015197651.1	WP_223972555.1
OG0003346	WP_015198877.1	WP_223987255.1
OG0003348	WP_015196717.1	WP_223990261.1
OG0003353	WP_015196716.1	WP_223986052.1
OG0003355	WP_015196856.1	WP_223987886.1
OG0003356	WP_015199403.1	WP_224179369.1
OG0003357	WP_015198784.1	WP_255666783.1
OG0003358	WP_015197686.1	WP_223977992.1
OG0003360	WP_015200389.1	WP_223977331.1
OG0003361	WP_015197797.1	WP_223973671.1
OG0003363	WP_041740962.1	WP_224178040.1
OG0003365	WP_083866319.1	WP_233787696.1
OG0003370	WP_015197756.1	WP_224177644.1
OG0003371	WP_015199690.1	WP_224178436.1
OG0003374	WP_015198901.1	WP_224174311.1
OG0003375	WP_015198047.1	WP_223990355.1
OG0003376	WP_015198048.1	WP_224176932.1
OG0003377	WP_015200752.1	WP_223974725.1
OG0003378	WP_015200753.1	WP_223974723.1
OG0003381	WP_015196487.1	WP_224176506.1
OG0003382	WP_015199522.1	WP_223978109.1
OG0003383	WP_015196486.1	WP_223978246.1
OG0003384	WP_015196656.1	WP_223986183.1
OG0003385	WP_015198938.1	WP_224178727.1
OG0003386	WP_015200541.1	WP_224174778.1
OG0003389	WP_015200777.1	WP_224175440.1
OG0003395	WP_015197354.1	WP_223972462.1
OG0003396	WP_158333175.1	WP_223971633.1
OG0003400	WP_015197228.1	WP_224175115.1
OG0003402	WP_015197672.1	WP_026093396.1
OG0003403	WP_015197675.1	WP_223976801.1
OG0003406	WP_015199205.1	WP_224179494.1
OG0003407	WP_015196537.1	WP_127085630.1
OG0003408	WP_015196828.1	WP_223989325.1
OG0003409	WP_015198604.1	WP_224176544.1
OG0003410	WP_015199851.1	WP_073620405.1
OG0003412	WP_041740563.1	WP_224175356.1
OG0003413	WP_015196308.1	WP_223986987.1
OG0003416	WP_015198451.1	WP_224174484.1, WP_224177071.1
OG0003419	WP_015199213.1	WP_224174182.1
OG0003423	WP_015198355.1	WP_255667690.1, WP_255667722.1
OG0003426	WP_015199227.1	WP_224174257.1
OG0003431	WP_015200622.1	WP_255666189.1
OG0003434	WP_015197996.1, WP_015198107.1	WP_224177591.1
OG0003437	WP_238993768.1	WP_224176636.1
OG0003438	WP_015197504.1	WP_224176553.1
OG0003439	WP_015199417.1	WP_223986426.1
OG0003442	WP_015200673.1	WP_019490676.1
OG0003443	WP_015200506.1	WP_223979900.1
OG0003444	WP_015200507.1	WP_224176326.1
OG0003445	WP_015199164.1	WP_223989780.1
OG0003446	WP_015200535.1	WP_224179729.1
OG0003449	WP_015197469.1	WP_223985883.1
OG0003451	WP_015196586.1	WP_223989474.1
OG0003452	WP_015199484.1	WP_223983858.1
OG0003453	WP_015197613.1	WP_223991098.1
OG0003459	WP_015201102.1	WP_223991123.1
OG0003460	WP_015200584.1, WP_238993814.1	WP_223982020.1
OG0003461	WP_015200952.1	WP_224179503.1
OG0003462	WP_015198861.1	WP_223974542.1
OG0003465	WP_015199518.1	WP_073621909.1
OG0003466	WP_015199639.1	WP_223970206.1
OG0003467	WP_015197179.1	WP_224177157.1
OG0003469	WP_015198609.1	WP_224178874.1
OG0003470	WP_015200484.1	WP_224175159.1
OG0003471	WP_015199565.1	WP_223976661.1
OG0003472	WP_238993773.1	WP_224176346.1
OG0003473	WP_041739839.1	WP_223988245.1
OG0003474	WP_158333196.1	WP_224180249.1, WP_127087208.1
OG0003475	WP_015200167.1	WP_223972906.1
OG0003476	WP_015197761.1	WP_223976154.1
OG0003477	WP_015198723.1	WP_223974727.1
OG0003479	WP_015196286.1	WP_073616608.1
OG0003480	WP_015197344.1	WP_223971427.1
OG0003481	WP_015196365.1	WP_224177285.1
OG0003482	WP_015200716.1	WP_223976891.1
OG0003483	WP_015200688.1	WP_224175374.1
OG0003486	WP_015197693.1	WP_127080978.1
OG0003487	WP_015196513.1	WP_224177928.1
OG0003488	WP_015200738.1	WP_224178425.1
OG0003489	WP_015196777.1	WP_223977259.1
OG0003490	WP_015200359.1	WP_223990640.1
OG0003491	WP_015200327.1	WP_223972502.1
OG0003492	WP_015201097.1	WP_224179244.1
OG0003494	WP_015199256.1	WP_223974693.1
OG0003495	WP_015197337.1	WP_224177187.1
OG0003496	WP_015196869.1	WP_224174632.1
OG0003497	WP_041739605.1	WP_224177861.1
OG0003498	WP_015199261.1	WP_224178023.1
OG0003499	WP_015197169.1	WP_224177546.1
OG0003500	WP_015197434.1	WP_223974521.1
OG0003501	WP_015197214.1	WP_223971396.1
OG0003503	WP_015198815.1	WP_223973769.1
OG0003505	WP_015198665.1	WP_224175204.1
OG0003506	WP_015199578.1	WP_223989385.1
OG0003507	WP_015197525.1	WP_224178722.1
OG0003508	WP_015198928.1	WP_224178724.1
OG0003510	WP_015199590.1	WP_224177638.1
OG0003511	WP_015195774.1	WP_223985925.1
OG0003513	WP_015200890.1	WP_224178396.1
OG0003515	WP_015196477.1	WP_223987613.1
OG0003516	WP_015199306.1	WP_224175088.1
OG0003518	WP_015198804.1	WP_223987249.1
OG0003519	WP_238993736.1	WP_224178700.1
OG0003521	WP_238993836.1	WP_223971184.1
OG0003522	WP_015196743.1	WP_223976580.1
OG0003523	WP_015199452.1	WP_223973422.1
OG0003525	WP_015197735.1	WP_223985704.1
OG0003526	WP_015200508.1	WP_224179358.1
OG0003527	WP_015197115.1	WP_224176965.1
OG0003528	WP_015197444.1	WP_224176418.1
OG0003529	WP_238993767.1	WP_224175369.1
OG0003530	WP_015173946.1, WP_015200548.1	WP_224178789.1
OG0003533	WP_015197398.1	WP_223970662.1
OG0003534	WP_041740347.1	WP_224174694.1
OG0003535	WP_015199041.1	WP_223981118.1
OG0003536	WP_015197759.1	WP_224179198.1
OG0003537	WP_015199043.1	WP_224177726.1
OG0003538	WP_015197019.1	WP_224175057.1
OG0003540	WP_015200017.1	WP_224177616.1
OG0003541	WP_015200018.1	WP_223989453.1
OG0003542	WP_015196804.1	WP_223975298.1
OG0003543	WP_015198735.1	WP_019492345.1
OG0003545	WP_015198560.1	WP_224176744.1
OG0003546	WP_015200559.1	WP_224179480.1
OG0003547	WP_041739637.1	WP_224175404.1
OG0003549	WP_041739905.1	WP_223974085.1
OG0003550	WP_041739238.1	WP_224179701.1
OG0003552	WP_015196632.1	WP_223986248.1
OG0003554	WP_015200319.1	WP_223980122.1
OG0003555	WP_015199449.1	WP_224178614.1
OG0003556	WP_015199081.1	WP_223973680.1
OG0003558	WP_015198556.1	WP_223987664.1
OG0003559	WP_015199064.1	WP_223973962.1
OG0003560	WP_015197776.1	WP_224176610.1
OG0003563	WP_015199923.1	WP_224176236.1
OG0003564	WP_015199450.1	WP_223973216.1
OG0003565	WP_015196470.1	WP_223987731.1
OG0003566	WP_015197498.1, WP_015197033.1	WP_223978909.1
OG0003567	WP_015200578.1	WP_224178181.1
OG0003568	WP_015200579.1	WP_223976099.1
OG0003569	WP_015200187.1	WP_224178085.1
OG0003570	WP_015200378.1	WP_223978767.1
OG0003571	WP_015200379.1	WP_224176036.1
OG0003573	WP_015196227.1	WP_224178472.1
OG0003574	WP_015196111.1	WP_224174177.1
OG0003576	WP_015197758.1	WP_224177298.1
OG0003577	WP_015196462.1	WP_224175449.1
OG0003578	WP_015197356.1	WP_224174685.1
OG0003581	WP_051036780.1	WP_224175756.1, WP_224177727.1
OG0003583	WP_015198551.1	WP_223973530.1
OG0003584	WP_015195796.1	WP_224175032.1
OG0003585	WP_015197154.1	WP_224177315.1
OG0003586	WP_015200928.1	WP_224178743.1
OG0003587	WP_015200927.1	WP_224178742.1
OG0003589	WP_015200751.1	WP_224179228.1
OG0003590	WP_015197621.1	WP_223977269.1
OG0003592	WP_015196133.1	WP_255667711.1
OG0003594	WP_015197319.1	WP_127085551.1
OG0003596	WP_015200844.1	WP_224175609.1
OG0003597	WP_015199535.1	WP_224176194.1
OG0003599	WP_015197283.1	WP_224178036.1
OG0003600	WP_015197282.1	WP_223975147.1
OG0003601	WP_015195929.1	WP_223989592.1
OG0003602	WP_015199436.1	WP_223987069.1
OG0003604	WP_041739284.1	WP_223987331.1
OG0003605	WP_015199612.1	WP_223971264.1
OG0003608	WP_015199376.1	WP_223990962.1
OG0003610	WP_015196237.1	WP_224177365.1
OG0003612	WP_015200045.1	WP_223977786.1
OG0003614	WP_015198716.1	WP_224177733.1
OG0003615	WP_015198015.1	WP_224179401.1
OG0003616	WP_015197555.1	WP_224176279.1, WP_224175586.1
OG0003617	WP_015199684.1	WP_224175383.1
OG0003619	WP_015197765.1	WP_223972740.1
OG0003620	WP_015200130.1	WP_224175386.1
OG0003622	WP_041739783.1	WP_224174051.1
OG0003623	WP_041739371.1	WP_224179197.1
OG0003624	WP_015198842.1	WP_255667700.1
OG0003625	WP_015198726.1	WP_223978729.1
OG0003626	WP_015197457.1	WP_223989519.1
OG0003627	WP_015196457.1	WP_223975437.1
OG0003628	WP_015198813.1	WP_224176639.1
OG0003629	WP_015198886.1	WP_223973709.1
OG0003630	WP_015195933.1	WP_224176761.1
OG0003634	WP_015197450.1	WP_224178503.1
OG0003641	WP_015195944.1	WP_223972381.1
OG0003643	WP_015196427.1	WP_224178106.1
OG0003644	WP_085953349.1	WP_223990738.1
OG0003646	WP_015196503.1	WP_223978122.1
OG0003647	WP_015195941.1	WP_224173949.1
OG0003649	WP_015200892.1	WP_224178490.1
OG0003651	WP_015197841.1	WP_224179194.1
OG0003653	WP_015199236.1	WP_223978231.1
OG0003659	WP_015198340.1	WP_224174412.1, WP_224180178.1, WP_224179772.1, WP_224174919.1
OG0003663	WP_015200765.1	WP_224177265.1
OG0003665	WP_015195794.1	WP_224175141.1
OG0003666	WP_015199076.1	WP_224174345.1
OG0003667	WP_015200274.1	WP_223975840.1
OG0003668	WP_015198737.1	WP_224175457.1
OG0003669	WP_015198001.1, WP_015198103.1	WP_223978044.1
OG0003669	WP_015200280.1	WP_224177311.1
OG0003670	WP_015200377.1	WP_224176035.1
OG0003671	WP_015199466.1	WP_223970993.1
OG0003672	WP_015197881.1	WP_224178938.1, WP_224175940.1
OG0003673	WP_015200488.1	WP_224175152.1
OG0003674	WP_238993769.1	WP_224179532.1
OG0003675	WP_015196957.1	WP_224174648.1
OG0003676	WP_203225984.1	WP_223986110.1
OG0003677	WP_015200691.1	WP_224178115.1
OG0003678	WP_085953325.1	WP_224179578.1
OG0003680	WP_238993775.1	WP_224179569.1
OG0003682	WP_015198456.1	WP_224180001.1
OG0003683	WP_015196430.1	WP_224178109.1
OG0003684	WP_015199224.1	WP_223978758.1
OG0003685	WP_015198020.1	WP_224178682.1
OG0003686	WP_015198134.1	WP_224179225.1
OG0003687	WP_015196700.1	WP_224173937.1
OG0003689	WP_015197763.1	WP_224177564.1
OG0003690	WP_015199917.1	WP_224176420.1
OG0003692	WP_015196046.1	WP_224178677.1
OG0003693	WP_015196045.1	WP_223984500.1
OG0003694	WP_015196043.1	WP_224178676.1
OG0003695	WP_015196302.1	WP_223978664.1
OG0003700	WP_015197383.1	WP_223973544.1
OG0003703	WP_015197678.1	WP_224175624.1
OG0003704	WP_015196949.1	WP_224179212.1
OG0003705	WP_015197068.1, WP_015198997.1	WP_224175252.1
OG0003706	WP_015197163.1	WP_223975448.1
OG0003708	WP_015196764.1	WP_224176423.1
OG0003709	WP_015200960.1	WP_223986204.1
OG0003710	WP_015199942.1	WP_224175544.1
OG0003711	WP_015200572.1	WP_224175478.1
OG0003715	WP_015196693.1	WP_223977961.1
OG0003717	WP_015199392.1	WP_224176948.1
OG0003718	WP_015195980.1	WP_223988006.1
OG0003724	WP_015196239.1	WP_224174107.1
OG0003725	WP_015199474.1	WP_224174101.1
OG0003729	WP_015200437.1, WP_015201030.1	WP_223986310.1
OG0003730	WP_015196829.1	WP_223973126.1
OG0003731	WP_015197038.1	WP_223985720.1
OG0003732	WP_015197037.1	WP_223985718.1
OG0003733	WP_015197035.1	WP_223985714.1
OG0003735	WP_015196197.1	WP_224177267.1
OG0003736	WP_015199271.1	WP_224177956.1
OG0003739	WP_015200708.1	WP_224174088.1
OG0003741	WP_015196701.1	WP_127079969.1
OG0003743	WP_015200683.1	WP_223989983.1
OG0003745	WP_015199445.1	WP_224177431.1
OG0003746	WP_015197264.1	WP_224180519.1, WP_224178652.1
OG0003747	WP_015198563.1	WP_223983710.1
OG0003751	WP_015195936.1	WP_224173950.1
OG0003753	WP_238993698.1	WP_223991354.1
OG0003755	WP_015197443.1	WP_224174794.1
OG0003756	WP_015196587.1	WP_224177610.1
OG0003757	WP_015200250.1	WP_224176057.1
OG0003760	WP_015198966.1	WP_224177015.1
OG0003761	WP_015198618.1	WP_223976751.1
OG0003763	WP_015200540.1	WP_224174781.1
OG0003766	WP_015199085.1	WP_223989741.1
OG0003767	WP_015199084.1	WP_223989739.1
OG0003768	WP_015199282.1	WP_223973764.1
OG0003769	WP_041739187.1	WP_223975072.1
OG0003771	WP_015196757.1	WP_127080615.1
OG0003772	WP_041739377.1	WP_224179263.1
OG0003773	WP_015197784.1	WP_224179262.1
OG0003774	WP_015197781.1	WP_224179261.1
OG0003776	WP_015197534.1	WP_223977681.1
OG0003778	WP_144051012.1	WP_223987283.1
OG0003779	WP_015198197.1	WP_223981995.1
OG0003780	WP_015199790.1	WP_224177723.1
OG0003781	WP_015201123.1	WP_223991137.1
OG0003782	WP_015198728.1	WP_224177670.1
OG0003785	WP_015195864.1	WP_224175413.1, WP_224174704.1
OG0003786	WP_015195863.1	WP_224175414.1, WP_224174705.1
OG0003789	WP_015198082.1	WP_223973365.1
OG0003790	WP_015197004.1	WP_223974868.1
OG0003792	WP_015195934.1	WP_019490689.1
OG0003793	WP_015199701.1	WP_224179542.1
OG0003794	WP_015198884.1, WP_015197828.1	WP_224174662.1
OG0003800	WP_015198374.1, WP_015197985.1	WP_224180177.1, WP_224175844.1
OG0003802	WP_015196950.1	WP_223976877.1
OG0003803	WP_015199931.1	WP_224178512.1
OG0003804	WP_015200499.1	WP_223982008.1
OG0003805	WP_015197087.1	WP_224176017.1
OG0003806	WP_015195810.1	WP_223981559.1
OG0003807	WP_015197739.1	WP_223984732.1
OG0003809	WP_015199427.1	WP_223973138.1
OG0003810	WP_255348428.1	WP_073617897.1
OG0003811	WP_015200373.1	WP_223975186.1
OG0003816	WP_015198915.1	WP_223990253.1
OG0003817	WP_015200326.1	WP_223972500.1
OG0003818	WP_041740617.1	WP_224178818.1
OG0003820	WP_203225940.1	WP_224174056.1, WP_224174055.1
OG0003821	WP_041740278.1	WP_224179080.1, WP_223979970.1
OG0003823	WP_015195998.1	WP_223976904.1
OG0003826	WP_015198929.1	WP_223990767.1
OG0003827	WP_015196309.1	WP_224174708.1
OG0003829	WP_015199131.1	WP_223986435.1
OG0003832	WP_015196910.1	WP_223974808.1
OG0003833	WP_015200845.1	WP_223989714.1
OG0003834	WP_015196859.1	WP_223972735.1
OG0003835	WP_015199359.1	WP_223970023.1
OG0003836	WP_015196936.1	WP_223982617.1
OG0003837	WP_015196820.1	WP_223975339.1
OG0003838	WP_015196817.1	WP_223975330.1
OG0003839	WP_015196809.1	WP_223975312.1
OG0003840	WP_015198817.1	WP_224177617.1
OG0003842	WP_015200664.1	WP_223985560.1
OG0003843	WP_051036620.1	WP_051043899.1
OG0003844	WP_015200675.1	WP_223972606.1
OG0003845	WP_015199718.1	WP_224178093.1
OG0003849	WP_015199138.1	WP_224176068.1
OG0003850	WP_015196616.1	WP_223977975.1
OG0003851	WP_083866341.1	WP_224176497.1
OG0003855	WP_015196393.1	WP_224177652.1
OG0003856	WP_015199691.1	WP_224176661.1
OG0003857	WP_015196694.1	WP_224176659.1
OG0003859	WP_015199618.1	WP_223989288.1
OG0003860	WP_015199814.1	WP_223985263.1, WP_224178216.1
OG0003861	WP_015200656.1	WP_224177602.1
OG0003862	WP_015200934.1	WP_224178746.1
OG0003863	WP_015196454.1	WP_223976314.1
OG0003864	WP_015197984.1, WP_015198373.1	WP_224175845.1
OG0003865	WP_015196915.1	WP_223974788.1
OG0003867	WP_015197099.1	WP_224175143.1
OG0003868	WP_015173980.1	WP_224180350.1
OG0003872	WP_015196920.1	WP_127087833.1
OG0003873	WP_015196919.1	WP_224180204.1
OG0003877	WP_015200385.1	WP_224180356.1
OG0003884	WP_015200247.1	WP_224173968.1, WP_224178779.1
OG0003888	WP_015198630.1, WP_015200529.1	WP_223976676.1, WP_224178077.1, WP_255666271.1
OG0003889	WP_015198972.1, WP_015198968.1	WP_224177021.1
OG0003890	WP_015198435.1	WP_223974588.1, WP_224179264.1
OG0003891	WP_015198513.1	WP_224178815.1, WP_224178816.1
OG0003893	WP_015200133.1	WP_224180197.1, WP_224177721.1, WP_223979013.1
OG0003895	WP_203225951.1	WP_223971409.1
OG0003896	WP_015199378.1	WP_223978172.1
OG0003897	WP_015198275.1	WP_224175960.1
OG0003905	WP_015197817.1	WP_224174665.1
OG0003905	WP_051036720.1	WP_224175224.1
OG0003907	WP_015199301.1	WP_223985620.1
OG0003911	WP_041740280.1	WP_224178865.1
OG0003913	WP_015196188.1	WP_224179750.1
OG0003916	WP_015199439.1	WP_223974151.1
OG0003918	WP_015198900.1	WP_223982931.1
OG0003923	WP_041740434.1	WP_223975712.1
OG0003926	WP_015199594.1	WP_224177068.1
OG0003929	WP_015199332.1	WP_223976485.1
OG0003930	WP_015197605.1	WP_224180517.1
OG0003932	WP_238993850.1	WP_224176133.1
OG0003933	WP_015198169.1, WP_015198088.1	WP_224178975.1, WP_224174889.1
OG0003935	WP_051036839.1	WP_224180362.1, WP_224180224.1, WP_224179935.1
OG0003950	WP_015199954.1	WP_019491111.1
OG0003951	WP_015199952.1	WP_223987754.1
OG0003953	WP_015198722.1	WP_224177427.1
OG0003955	WP_015198911.1	WP_223972322.1
OG0003956	WP_041740722.1	WP_223973057.1
OG0003957	WP_015199660.1	WP_224176949.1
OG0003965	WP_015198327.1	WP_224177247.1
OG0003967	WP_015200564.1	WP_223989543.1
OG0003969	WP_015199529.1	WP_224176040.1
OG0003972	WP_015196903.1	WP_223979009.1
OG0003973	WP_015196902.1	WP_223979007.1
OG0003975	WP_015195842.1	WP_223974414.1
OG0003976	WP_015197682.1	WP_127086158.1
OG0003978	WP_015200914.1	WP_223972751.1
OG0003986	WP_015197753.1	WP_223978725.1
OG0003991	WP_015196299.1	WP_224178680.1
OG0003992	WP_015200661.1	WP_224176406.1
OG0003994	WP_041740270.1	WP_223991499.1
OG0003997	WP_015197048.1	WP_224175705.1
OG0003998	WP_015196391.1	WP_224178508.1
OG0003999	WP_015196326.1	WP_223987555.1
OG0004000	WP_015197597.1	WP_223972371.1
OG0004002	WP_051036638.1	WP_223971241.1
OG0004004	WP_015197720.1	WP_224179533.1
OG0004005	WP_015198384.1	WP_224175786.1
OG0004006	WP_015198415.1	WP_224175730.1
OG0004007	WP_015198414.1	WP_224175731.1
OG0004008	WP_015198395.1	WP_224175729.1
OG0004009	WP_015198273.1	WP_224179136.1
OG0004010	WP_015198257.1	WP_224175304.1
OG0004012	WP_041741308.1	WP_224176615.1
OG0004015	WP_015196042.1	WP_224176830.1
OG0004016	WP_015198335.1	WP_224175679.1
OG0004030	WP_015197880.1	WP_224178937.1, WP_224175941.1
OG0004032	WP_015197392.1	WP_223970765.1
OG0004033	WP_015197391.1	WP_224174211.1
OG0004034	WP_015197390.1	WP_224174212.1
OG0004043	WP_015199280.1	WP_224177925.1
OG0004045	WP_015200649.1	WP_224178753.1
OG0004046	WP_015195976.1	WP_223985143.1
OG0004047	WP_015199040.1	WP_224174654.1
OG0004049	WP_015199316.1	WP_224176618.1
OG0004050	WP_015199336.1	WP_224173982.1
OG0004051	WP_015200812.1	WP_223985908.1
OG0004052	WP_015200811.1	WP_223985910.1
OG0004055	WP_041739891.1	WP_224177148.1
OG0004056	WP_162471395.1	WP_224178790.1
OG0004057	WP_015196412.1	WP_224179576.1
OG0004060	WP_015196710.1	WP_223984404.1
OG0004061	WP_015197043.1	WP_223972266.1, WP_223983888.1
OG0004062	WP_015197232.1, WP_015197046.1	WP_223972231.1
OG0004066	WP_015196781.1	WP_224174014.1
OG0004067	WP_041739810.1	WP_224178841.1
OG0004069	WP_015200618.1	WP_224178714.1
OG0004070	WP_015200616.1	WP_224178712.1
OG0004071	WP_015196725.1, WP_015200403.1	WP_224174748.1
OG0004072	WP_015196723.1, WP_015200461.1	WP_224174746.1
OG0004074	WP_015197812.1	WP_224174691.1
OG0004077	WP_015197066.1	WP_224178558.1, WP_224178562.1, WP_224175955.1
OG0004078	WP_015196776.1	WP_224176668.1
OG0004080	WP_015199635.1	WP_224178132.1
OG0004082	WP_015199632.1	WP_223974630.1
OG0004083	WP_015200582.1, WP_015198278.1	WP_223984138.1
OG0004100	WP_015196620.1	WP_223973050.1
OG0004102	WP_015196480.1	WP_224177168.1
OG0004116	WP_015200526.1	WP_223975817.1
OG0004120	WP_015199458.1	WP_224179232.1
OG0004121	WP_015198998.1	WP_224175253.1
OG0004123	WP_015199636.1	WP_224178133.1
OG0004124	WP_015201061.1	WP_224179305.1
OG0004128	WP_015197032.1	WP_223978911.1
OG0004130	WP_015195860.1	WP_223975366.1
OG0004131	WP_015197413.1	WP_223987196.1
OG0004134	WP_015198681.1	WP_224175227.1, WP_224174231.1
OG0004135	WP_015198680.1	WP_223970942.1, WP_223970955.1
OG0004136	WP_015198663.1	WP_224175203.1
OG0004139	WP_015196379.1	WP_224176387.1
OG0004140	WP_015199147.1	WP_224174016.1
OG0004141	WP_015200780.1	WP_223989786.1
OG0004142	WP_015196993.1	WP_224177130.1
OG0004143	WP_015199082.1	WP_223987121.1
OG0004144	WP_015200851.1	WP_223987924.1
OG0004145	WP_015198542.1	WP_224176950.1
OG0004148	WP_158333190.1	WP_224178489.1
