HOG	OG	Gene Tree Parent Clade	336-3	NIES-267	NIES-3974	NIES-4071	NIES-4105	PCC_6303	PCC_7716
N3.HOG0007682	OG0007274	-				WP_096695275.1	WP_096695275.1		WP_224174241.1
N3.HOG0007683	OG0007275	-				WP_096695276.1	WP_096695276.1		WP_224174242.1
N3.HOG0007684	OG0007276	-				WP_096695277.1	WP_096695277.1		WP_224174243.1
N3.HOG0007685	OG0007277	-				WP_096695278.1	WP_096695278.1		WP_224174244.1
N3.HOG0007686	OG0007278	-				WP_096695284.1	WP_096695284.1		WP_224179937.1
N3.HOG0007687	OG0007279	-				WP_096695321.1	WP_096695274.1, WP_096695321.1		
N3.HOG0007688	OG0007280	-				WP_096695338.1	WP_096695338.1	WP_015201134.1	
N3.HOG0007689	OG0007281	-				WP_096729066.1	WP_096685444.1		WP_224175136.1
N3.HOG0007690	OG0007282	-				WP_096729068.1	WP_096685555.1		WP_224175175.1
N3.HOG0007691	OG0007283	-				WP_096729082.1	WP_096687744.1		WP_224179047.1
N3.HOG0007692	OG0007284	-				WP_096729108.1	WP_096689240.1	WP_015199658.1	
N3.HOG0007693	OG0007285	-				WP_096729112.1	WP_096689410.1		WP_224174278.1
N3.HOG0007694	OG0007286	-				WP_096729135.1	WP_096690675.1		WP_224178063.1
N3.HOG0007695	OG0007287	-				WP_096729165.1	WP_096692174.1		WP_223990306.1
N3.HOG0007696	OG0007288	-				WP_096729185.1	WP_096692880.1		WP_223990096.1
N3.HOG0007697	OG0007289	-				WP_096729191.1	WP_096693521.1		WP_223989995.1
N3.HOG0007698	OG0007290	-				WP_096729256.1	WP_096694845.1		WP_224179762.1
N3.HOG0007699	OG0007291	-				WP_096729259.1	WP_096694614.1		WP_224180034.1
N3.HOG0007700	OG0007292	-				WP_096729265.1	WP_096695044.1		WP_224174487.1
N3.HOG0007701	OG0007293	-				WP_096729275.1	WP_096695000.1		WP_224174569.1
N3.HOG0007702	OG0007294	-				WP_096729283.1	WP_096695261.1		WP_224180433.1
N3.HOG0007703	OG0007295	-				WP_096729306.1			WP_224176131.1, WP_224180549.1
N3.HOG0007704	OG0007296	-					WP_096695335.1		WP_224174079.1, WP_224180460.1
N3.HOG0007705	OG0007297	-						WP_015173899.1	WP_224180506.1, WP_224180446.1
N3.HOG0007706	OG0007298	-						WP_015173909.1	WP_224180335.1, WP_127087704.1
N3.HOG0007707	OG0007299	-						WP_015173942.1, WP_015173943.1, WP_015173940.1	
N3.HOG0007708	OG0007300	-						WP_015196099.1	WP_224174450.1, WP_224179795.1
N3.HOG0007709	OG0007301	-						WP_015199875.1, WP_015196136.1, WP_015200850.1	
N3.HOG0007710	OG0007302	-						WP_015197610.1, WP_015198100.1	WP_224178546.1
N3.HOG0007711	OG0007303	-						WP_015197715.1	WP_224179429.1, WP_224179426.1
N3.HOG0007712	OG0007304	-						WP_015198003.1, WP_203225997.1	WP_224176543.1
N3.HOG0007713	OG0007305	-						WP_015198008.1, WP_015198009.1	WP_224177123.1
N3.HOG0007714	OG0007306	-						WP_015198085.1, WP_041738941.1	WP_224176233.1
N3.HOG0007715	OG0007307	-						WP_015198101.1, WP_051036649.1	WP_224174707.1
N3.HOG0007716	OG0007308	-						WP_015198204.1	WP_224175745.1, WP_224179993.1
N3.HOG0007717	OG0007309	-						WP_015200625.1	WP_224178297.1, WP_224174854.1
N3.HOG0007718	OG0007310	-						WP_015201127.1	WP_224180329.1, WP_224180375.1
N3.HOG0007719	OG0007311	-						WP_015201128.1	WP_224180330.1, WP_224180376.1
N3.HOG0007720	OG0007312	-						WP_015201130.1	WP_224180334.1, WP_224180380.1
N3.HOG0007721	OG0007313	-						WP_015201131.1	WP_224175309.1, WP_224180556.1
N3.HOG0007722	OG0007314	-						WP_203225961.1, WP_083866304.1, WP_203225972.1	
N3.HOG0007723	OG0007315	-							WP_224174984.1, WP_223972245.1, WP_224180478.1
N3.HOG0007724	OG0007316	-							WP_223972684.1, WP_224180422.1, WP_224180137.1
N3.HOG0007725	OG0007317	-							WP_223973137.1, WP_223979491.1, WP_224179462.1
N3.HOG0007726	OG0007318	-							WP_223974334.1, WP_224179991.1, WP_224175750.1
N3.HOG0007727	OG0007319	-							WP_223978351.1, WP_223978350.1, WP_224175619.1
N3.HOG0007728	OG0007320	-							WP_223978686.1, WP_224174549.1, WP_223978800.1
N3.HOG0007729	OG0007321	-							WP_223981971.1, WP_224177279.1, WP_223981982.1
N3.HOG0007730	OG0007322	-							WP_224179425.1, WP_223985284.1, WP_223985294.1
N3.HOG0007731	OG0007323	-							WP_224178883.1, WP_223986596.1, WP_224175888.1
N3.HOG0007732	OG0007324	-							WP_224176890.1, WP_223990397.1, WP_224180402.1
N3.HOG0007733	OG0007325	-							WP_224174206.1, WP_224180087.1, WP_224180088.1
N3.HOG0007734	OG0007326	-							WP_224174268.1, WP_224179807.1, WP_224180299.1
N3.HOG0007735	OG0007327	-							WP_224174280.1, WP_224180159.1, WP_224174566.1
N3.HOG0007736	OG0007328	-							WP_224174286.1, WP_224180300.1, WP_224177517.1
N3.HOG0007737	OG0007329	-							WP_224179783.1, WP_224179782.1, WP_224174441.1
N3.HOG0007738	OG0007330	-							WP_224174466.1, WP_224174465.1, WP_224179809.1
N3.HOG0007739	OG0007331	-							WP_224180187.1, WP_224175945.1, WP_224174594.1
N3.HOG0007740	OG0007332	-							WP_224179288.1, WP_224174951.1, WP_224174764.1
N3.HOG0007741	OG0007333	-							WP_224179640.1, WP_224179171.1, WP_224175053.1
N3.HOG0007742	OG0007334	-							WP_224175303.1, WP_224178001.1, WP_224178577.1
N3.HOG0007743	OG0007335	-							WP_224175752.1, WP_224175784.1, WP_224175775.1
N3.HOG0007744	OG0007336	-							WP_224176101.1, WP_224176148.1, WP_224176090.1
N3.HOG0007745	OG0007337	-							WP_224176091.1, WP_224176150.1, WP_224176100.1
N3.HOG0007746	OG0007338	-							WP_224180304.1, WP_224180302.1, WP_224180303.1
N3.HOG0007747	OG0007339	-							WP_224180500.1, WP_224180438.1, WP_224180465.1
N3.HOG0007748	OG0007340	-							WP_224180483.1, WP_224180449.1, WP_224180511.1
N3.HOG0007749	OG0007868	-				WP_019493966.1	WP_019493966.1		
N3.HOG0007750	OG0007869	-				WP_073619013.1	WP_073619013.1		
N3.HOG0007751	OG0007870	-				WP_096683726.1	WP_096683726.1		
N3.HOG0007752	OG0007871	-				WP_096683730.1	WP_096683730.1		
N3.HOG0007753	OG0007872	-				WP_096683732.1	WP_096683732.1		
N3.HOG0007754	OG0007873	-				WP_096683734.1	WP_096683734.1		
N3.HOG0007755	OG0007874	-				WP_096683737.1	WP_096683737.1		
N3.HOG0007756	OG0007875	-				WP_096683738.1	WP_096683738.1		
N3.HOG0007757	OG0007876	-				WP_096683743.1	WP_096683743.1		
N3.HOG0007758	OG0007877	-				WP_096683748.1	WP_096683748.1		
N3.HOG0007759	OG0007878	-				WP_096683753.1	WP_096683753.1		
N3.HOG0007760	OG0007879	-				WP_096683754.1	WP_096683754.1		
N3.HOG0007761	OG0007880	-				WP_096683756.1	WP_096683756.1		
N3.HOG0007762	OG0007881	-				WP_096683757.1	WP_096683757.1		
N3.HOG0007763	OG0007882	-				WP_096683763.1	WP_096683763.1		
N3.HOG0007764	OG0007883	-				WP_096683767.1	WP_096683767.1		
N3.HOG0007765	OG0007884	-				WP_096683768.1	WP_096683768.1		
N3.HOG0007766	OG0007885	-				WP_096683770.1	WP_096683770.1		
N3.HOG0007767	OG0007886	-				WP_096683771.1	WP_096683771.1		
N3.HOG0007768	OG0007887	-				WP_096683786.1	WP_096683786.1		
N3.HOG0007769	OG0007888	-				WP_096683787.1	WP_096683787.1		
N3.HOG0007770	OG0007889	-				WP_096683791.1	WP_096683791.1		
N3.HOG0007771	OG0007890	-				WP_096683794.1	WP_096683794.1		
N3.HOG0007772	OG0007891	-				WP_096683805.1	WP_096683805.1		
N3.HOG0007773	OG0007892	-				WP_096683832.1	WP_096683832.1		
N3.HOG0007774	OG0007893	-				WP_096683833.1	WP_096683833.1		
N3.HOG0007775	OG0007894	-				WP_096683841.1	WP_096683841.1		
N3.HOG0007776	OG0007895	-				WP_096683848.1	WP_096683848.1		
N3.HOG0007777	OG0007896	-				WP_096683849.1	WP_096683849.1		
N3.HOG0007778	OG0007897	-				WP_096683850.1	WP_096683850.1		
N3.HOG0007779	OG0007898	-				WP_096683854.1	WP_096683854.1		
N3.HOG0007780	OG0007899	-				WP_096683870.1	WP_096683870.1		
N3.HOG0007781	OG0007900	-				WP_096683879.1	WP_096683879.1		
N3.HOG0007782	OG0007901	-				WP_096683880.1	WP_096683880.1		
N3.HOG0007783	OG0007902	-				WP_096683884.1	WP_096683884.1		
N3.HOG0007784	OG0007903	-				WP_096683888.1	WP_096683888.1		
N3.HOG0007785	OG0007904	-				WP_096683890.1	WP_096683890.1		
N3.HOG0007786	OG0007905	-				WP_096683898.1	WP_096683898.1		
N3.HOG0007787	OG0007906	-				WP_096683908.1	WP_096683908.1		
N3.HOG0007788	OG0007907	-				WP_096683909.1	WP_096683909.1		
N3.HOG0007789	OG0007908	-				WP_096683911.1	WP_096683911.1		
N3.HOG0007790	OG0007909	-				WP_096683912.1	WP_096683912.1		
N3.HOG0007791	OG0007910	-				WP_096683913.1	WP_096683913.1		
N3.HOG0007792	OG0007911	-				WP_096683914.1	WP_096683914.1		
N3.HOG0007793	OG0007912	-				WP_096683916.1	WP_096683916.1		
N3.HOG0007794	OG0007913	-				WP_096683925.1	WP_096683925.1		
N3.HOG0007795	OG0007914	-				WP_096683926.1	WP_096683926.1		
N3.HOG0007796	OG0007915	-				WP_096683946.1	WP_096683946.1		
N3.HOG0007797	OG0007916	-				WP_096683951.1	WP_096683951.1		
N3.HOG0007798	OG0007917	-				WP_096683952.1	WP_096683952.1		
N3.HOG0007799	OG0007918	-				WP_096683958.1	WP_096683958.1		
N3.HOG0007800	OG0007919	-				WP_096683960.1	WP_096683960.1		
N3.HOG0007801	OG0007920	-				WP_096683964.1	WP_096683964.1		
N3.HOG0007802	OG0007921	-				WP_096683971.1	WP_096683971.1		
N3.HOG0007803	OG0007922	-				WP_096683972.1	WP_096683972.1		
N3.HOG0007804	OG0007923	-				WP_096683980.1	WP_096683980.1		
N3.HOG0007805	OG0007924	-				WP_096684019.1	WP_096684019.1		
N3.HOG0007806	OG0007925	-				WP_096684020.1	WP_096684020.1		
N3.HOG0007807	OG0007926	-				WP_096684022.1	WP_096684022.1		
N3.HOG0007808	OG0007927	-				WP_096684025.1	WP_096684025.1		
N3.HOG0007809	OG0007928	-				WP_096684027.1	WP_096684027.1		
N3.HOG0007810	OG0007929	-				WP_096684030.1	WP_096684030.1		
N3.HOG0007811	OG0007930	-				WP_096684031.1	WP_096684031.1		
N3.HOG0007812	OG0007931	-				WP_096684037.1	WP_096684037.1		
N3.HOG0007813	OG0007932	-				WP_096684039.1	WP_096684039.1		
N3.HOG0007814	OG0007933	-				WP_096684042.1	WP_096684042.1		
N3.HOG0007815	OG0007934	-				WP_096684043.1	WP_096684043.1		
N3.HOG0007816	OG0007935	-				WP_096684047.1	WP_096684047.1		
N3.HOG0007817	OG0007936	-				WP_096684051.1	WP_096684051.1		
N3.HOG0007818	OG0007937	-				WP_096684055.1	WP_096684055.1		
N3.HOG0007819	OG0007938	-				WP_096684057.1	WP_096684057.1		
N3.HOG0007820	OG0007939	-				WP_096684058.1	WP_096684058.1		
N3.HOG0007821	OG0007940	-				WP_096684063.1	WP_096684063.1		
N3.HOG0007822	OG0007941	-				WP_096684066.1	WP_096684066.1		
N3.HOG0007823	OG0007942	-				WP_096684068.1	WP_096684068.1		
N3.HOG0007824	OG0007943	-				WP_096684075.1	WP_096684075.1		
N3.HOG0007825	OG0007944	-				WP_096684076.1	WP_096684076.1		
N3.HOG0007826	OG0007945	-				WP_096684077.1	WP_096684077.1		
N3.HOG0007827	OG0007946	-				WP_096684078.1	WP_096684078.1		
N3.HOG0007828	OG0007947	-				WP_096684083.1	WP_096684083.1		
N3.HOG0007829	OG0007948	-				WP_096684084.1	WP_096684084.1		
N3.HOG0007830	OG0007949	-				WP_096684088.1	WP_096684088.1		
N3.HOG0007831	OG0007950	-				WP_096684103.1	WP_096684103.1		
N3.HOG0007832	OG0007951	-				WP_096684110.1	WP_096684110.1		
N3.HOG0007833	OG0007952	-				WP_096684111.1	WP_096684111.1		
N3.HOG0007834	OG0007953	-				WP_096684122.1	WP_096684122.1		
N3.HOG0007835	OG0007954	-				WP_096684125.1	WP_096684125.1		
N3.HOG0007836	OG0007955	-				WP_096684136.1	WP_096684136.1		
N3.HOG0007837	OG0007956	-				WP_096684144.1	WP_096684144.1		
N3.HOG0007838	OG0007957	-				WP_096684151.1	WP_096684151.1		
N3.HOG0007839	OG0007958	-				WP_096684155.1	WP_096684155.1		
N3.HOG0007840	OG0007959	-				WP_096684157.1	WP_096684157.1		
N3.HOG0007841	OG0007960	-				WP_096684162.1	WP_096684162.1		
N3.HOG0007842	OG0007961	-				WP_096684164.1	WP_096684164.1		
N3.HOG0007843	OG0007962	-				WP_096684167.1	WP_096684167.1		
N3.HOG0007844	OG0007963	-				WP_096684169.1	WP_096684169.1		
N3.HOG0007845	OG0007964	-				WP_096684179.1	WP_096684179.1		
N3.HOG0007846	OG0007965	-				WP_096684187.1	WP_096684187.1		
N3.HOG0007847	OG0007966	-				WP_096684188.1	WP_096684188.1		
N3.HOG0007848	OG0007967	-				WP_096684189.1	WP_096684189.1		
N3.HOG0007849	OG0007968	-				WP_096684190.1	WP_096684190.1		
N3.HOG0007850	OG0007969	-				WP_096684197.1	WP_096684197.1		
N3.HOG0007851	OG0007970	-				WP_096684200.1	WP_096684200.1		
N3.HOG0007852	OG0007971	-				WP_096684204.1	WP_096684204.1		
N3.HOG0007853	OG0007972	-				WP_096684206.1	WP_096684206.1		
N3.HOG0007854	OG0007973	-				WP_096684208.1	WP_096684208.1		
N3.HOG0007855	OG0007974	-				WP_096684211.1	WP_096684211.1		
N3.HOG0007856	OG0007975	-				WP_096684212.1	WP_096684212.1		
N3.HOG0007857	OG0007976	-				WP_096684216.1	WP_096684216.1		
N3.HOG0007858	OG0007977	-				WP_096684217.1	WP_096684217.1		
N3.HOG0007859	OG0007978	-				WP_096684219.1	WP_096684219.1		
N3.HOG0007860	OG0007979	-				WP_096684221.1	WP_096684221.1		
N3.HOG0007861	OG0007980	-				WP_096684222.1	WP_096684222.1		
N3.HOG0007862	OG0007981	-				WP_096684225.1	WP_096684225.1		
N3.HOG0007863	OG0007982	-				WP_096684226.1	WP_096684226.1		
N3.HOG0007864	OG0007983	-				WP_096684227.1	WP_096684227.1		
N3.HOG0007865	OG0007984	-				WP_096684228.1	WP_096684228.1		
N3.HOG0007866	OG0007985	-				WP_096684231.1	WP_096684231.1		
N3.HOG0007867	OG0007986	-				WP_096684233.1	WP_096684233.1		
N3.HOG0007868	OG0007987	-				WP_096684239.1	WP_096684239.1		
N3.HOG0007869	OG0007988	-				WP_096684242.1	WP_096684242.1		
N3.HOG0007870	OG0007989	-				WP_096684243.1	WP_096684243.1		
N3.HOG0007871	OG0007990	-				WP_096684246.1	WP_096684246.1		
N3.HOG0007872	OG0007991	-				WP_096684247.1	WP_096684247.1		
N3.HOG0007873	OG0007992	-				WP_096684249.1	WP_096684249.1		
N3.HOG0007874	OG0007993	-				WP_096684250.1	WP_096684250.1		
N3.HOG0007875	OG0007994	-				WP_096684253.1	WP_096684253.1		
N3.HOG0007876	OG0007995	-				WP_096684255.1	WP_096684255.1		
N3.HOG0007877	OG0007996	-				WP_096684256.1	WP_096684256.1		
N3.HOG0007878	OG0007997	-				WP_096684263.1	WP_096684263.1		
N3.HOG0007879	OG0007998	-				WP_096684264.1	WP_096684264.1		
N3.HOG0007880	OG0007999	-				WP_096684273.1	WP_096684273.1		
N3.HOG0007881	OG0008000	-				WP_096684274.1	WP_096684274.1		
N3.HOG0007882	OG0008001	-				WP_096684275.1	WP_096684275.1		
N3.HOG0007883	OG0008002	-				WP_096684276.1	WP_096684276.1		
N3.HOG0007884	OG0008003	-				WP_096684277.1	WP_096684277.1		
N3.HOG0007885	OG0008004	-				WP_096684278.1	WP_096684278.1		
N3.HOG0007886	OG0008005	-				WP_096684279.1	WP_096684279.1		
N3.HOG0007887	OG0008006	-				WP_096684280.1	WP_096684280.1		
N3.HOG0007888	OG0008007	-				WP_096684281.1	WP_096684281.1		
N3.HOG0007889	OG0008008	-				WP_096684282.1	WP_096684282.1		
N3.HOG0007890	OG0008009	-				WP_096684283.1	WP_096684283.1		
N3.HOG0007891	OG0008010	-				WP_096684284.1	WP_096684284.1		
N3.HOG0007892	OG0008011	-				WP_096684285.1	WP_096684285.1		
N3.HOG0007893	OG0008012	-				WP_096684286.1	WP_096684286.1		
N3.HOG0007894	OG0008013	-				WP_096684287.1	WP_096684287.1		
N3.HOG0007895	OG0008014	-				WP_096684288.1	WP_096684288.1		
N3.HOG0007896	OG0008015	-				WP_096684291.1	WP_096684291.1		
N3.HOG0007897	OG0008016	-				WP_096684292.1	WP_096684292.1		
N3.HOG0007898	OG0008017	-				WP_096684294.1	WP_096684294.1		
N3.HOG0007899	OG0008018	-				WP_096684295.1	WP_096684295.1		
N3.HOG0007900	OG0008019	-				WP_096684312.1	WP_096684312.1		
N3.HOG0007901	OG0008020	-				WP_096684313.1	WP_096684313.1		
N3.HOG0007902	OG0008021	-				WP_096684318.1	WP_096684318.1		
N3.HOG0007903	OG0008022	-				WP_096684319.1	WP_096684319.1		
N3.HOG0007904	OG0008023	-				WP_096684320.1	WP_096684320.1		
N3.HOG0007905	OG0008024	-				WP_096684324.1	WP_096684324.1		
N3.HOG0007906	OG0008025	-				WP_096684325.1	WP_096684325.1		
N3.HOG0007907	OG0008026	-				WP_096684326.1	WP_096684326.1		
N3.HOG0007908	OG0008027	-				WP_096684327.1	WP_096684327.1		
N3.HOG0007909	OG0008028	-				WP_096684328.1	WP_096684328.1		
N3.HOG0007910	OG0008029	-				WP_096684330.1	WP_096684330.1		
N3.HOG0007911	OG0008030	-				WP_096684331.1	WP_096684331.1		
N3.HOG0007912	OG0008031	-				WP_096684335.1	WP_096684335.1		
N3.HOG0007913	OG0008032	-				WP_096684340.1	WP_096684340.1		
N3.HOG0007914	OG0008033	-				WP_096684341.1	WP_096684341.1		
N3.HOG0007915	OG0008034	-				WP_096684342.1	WP_096684342.1		
N3.HOG0007916	OG0008035	-				WP_096684343.1	WP_096684343.1		
N3.HOG0007917	OG0008036	-				WP_096684344.1	WP_096684344.1		
N3.HOG0007918	OG0008037	-				WP_096684345.1	WP_096684345.1		
N3.HOG0007919	OG0008038	-				WP_096684347.1	WP_096684347.1		
N3.HOG0007920	OG0008039	-				WP_096684348.1	WP_096684348.1		
N3.HOG0007921	OG0008040	-				WP_096684351.1	WP_096684351.1		
N3.HOG0007922	OG0008041	-				WP_096684352.1	WP_096684352.1		
N3.HOG0007923	OG0008042	-				WP_096684354.1	WP_096684354.1		
N3.HOG0007924	OG0008043	-				WP_096684355.1	WP_096684355.1		
N3.HOG0007925	OG0008044	-				WP_096684356.1	WP_096684356.1		
N3.HOG0007926	OG0008045	-				WP_096684359.1	WP_096684359.1		
N3.HOG0007927	OG0008046	-				WP_096684360.1	WP_096684360.1		
N3.HOG0007928	OG0008047	-				WP_096684362.1	WP_096684362.1		
N3.HOG0007929	OG0008048	-				WP_096684374.1	WP_096684374.1		
N3.HOG0007930	OG0008049	-				WP_096684378.1	WP_096684378.1		
N3.HOG0007931	OG0008050	-				WP_096684379.1	WP_096684379.1		
N3.HOG0007932	OG0008051	-				WP_096684390.1	WP_096684390.1		
N3.HOG0007933	OG0008052	-				WP_096684395.1	WP_096684395.1		
N3.HOG0007934	OG0008053	-				WP_096684398.1	WP_096684398.1		
N3.HOG0007935	OG0008054	-				WP_096684404.1	WP_096684404.1		
N3.HOG0007936	OG0008055	-				WP_096684428.1	WP_096684428.1		
N3.HOG0007937	OG0008056	-				WP_096684430.1	WP_096684430.1		
N3.HOG0007938	OG0008057	-				WP_096684443.1	WP_096684443.1		
N3.HOG0007939	OG0008058	-				WP_096684444.1	WP_096684444.1		
N3.HOG0007940	OG0008059	-				WP_096684448.1	WP_096684448.1		
N3.HOG0007941	OG0008060	-				WP_096684449.1	WP_096684449.1		
N3.HOG0007942	OG0008061	-				WP_096684454.1	WP_096684454.1		
N3.HOG0007943	OG0008062	-				WP_096684458.1	WP_096684458.1		
N3.HOG0007944	OG0008063	-				WP_096684459.1	WP_096684459.1		
N3.HOG0007945	OG0008064	-				WP_096684460.1	WP_096684460.1		
N3.HOG0007946	OG0008065	-				WP_096684462.1	WP_096684462.1		
N3.HOG0007947	OG0008066	-				WP_096684477.1	WP_096684477.1		
N3.HOG0007948	OG0008067	-				WP_096684479.1	WP_096684479.1		
N3.HOG0007949	OG0008068	-				WP_096684485.1	WP_096684485.1		
N3.HOG0007950	OG0008069	-				WP_096684505.1	WP_096684505.1		
N3.HOG0007951	OG0008070	-				WP_096684506.1	WP_096684506.1		
N3.HOG0007952	OG0008071	-				WP_096684523.1	WP_096684523.1		
N3.HOG0007953	OG0008072	-				WP_096684528.1	WP_096684528.1		
N3.HOG0007954	OG0008073	-				WP_096684534.1	WP_096684534.1		
N3.HOG0007955	OG0008074	-				WP_096684535.1	WP_096684535.1		
N3.HOG0007956	OG0008075	-				WP_096684568.1	WP_096684568.1		
N3.HOG0007957	OG0008076	-				WP_096684616.1	WP_096684616.1		
N3.HOG0007958	OG0008077	-				WP_096684646.1	WP_096684646.1		
N3.HOG0007959	OG0008078	-				WP_096684648.1	WP_096684648.1		
N3.HOG0007960	OG0008079	-				WP_096684658.1	WP_096684658.1		
N3.HOG0007961	OG0008080	-				WP_096684666.1	WP_096684666.1		
N3.HOG0007962	OG0008081	-				WP_096684677.1	WP_096684677.1		
N3.HOG0007963	OG0008082	-				WP_096684679.1	WP_096684679.1		
N3.HOG0007964	OG0008083	-				WP_096684683.1	WP_096684683.1		
N3.HOG0007965	OG0008084	-				WP_096684685.1	WP_096684685.1		
N3.HOG0007966	OG0008085	-				WP_096684688.1	WP_096684688.1		
N3.HOG0007967	OG0008086	-				WP_096684714.1	WP_096684714.1		
N3.HOG0007968	OG0008087	-				WP_096684749.1	WP_096684749.1		
N3.HOG0007969	OG0008088	-				WP_096684757.1	WP_096684757.1		
N3.HOG0007970	OG0008089	-				WP_096684760.1	WP_096684760.1		
N3.HOG0007971	OG0008090	-				WP_096684796.1	WP_096684796.1		
N3.HOG0007972	OG0008091	-				WP_096684818.1	WP_096684818.1		
N3.HOG0007973	OG0008092	-				WP_096684822.1	WP_096684822.1		
N3.HOG0007974	OG0008093	-				WP_096684833.1	WP_096684833.1		
N3.HOG0007975	OG0008094	-				WP_096684835.1	WP_096684835.1		
N3.HOG0007976	OG0008095	-				WP_096684836.1	WP_096684836.1		
N3.HOG0007977	OG0008096	-				WP_096684842.1	WP_096684842.1		
N3.HOG0007978	OG0008097	-				WP_096684875.1	WP_096684875.1		
N3.HOG0007979	OG0008098	-				WP_096684887.1	WP_096684887.1		
N3.HOG0007980	OG0008099	-				WP_096684949.1	WP_096684949.1		
N3.HOG0007981	OG0008100	-				WP_096684952.1	WP_096684952.1		
N3.HOG0007982	OG0008101	-				WP_096684954.1	WP_096684954.1		
N3.HOG0007983	OG0008102	-				WP_096684958.1	WP_096684958.1		
N3.HOG0007984	OG0008103	-				WP_096684960.1	WP_096684960.1		
N3.HOG0007985	OG0008104	-				WP_096684983.1	WP_096684983.1		
N3.HOG0007986	OG0008105	-				WP_096684993.1	WP_096684993.1		
N3.HOG0007987	OG0008106	-				WP_096685014.1	WP_096685014.1		
N3.HOG0007988	OG0008107	-				WP_096685025.1	WP_096685025.1		
N3.HOG0007989	OG0008108	-				WP_096685027.1	WP_096685027.1		
N3.HOG0007990	OG0008109	-				WP_096685029.1	WP_096685029.1		
N3.HOG0007991	OG0008110	-				WP_096685031.1	WP_096685031.1		
N3.HOG0007992	OG0008111	-				WP_096685042.1	WP_096685042.1		
N3.HOG0007993	OG0008112	-				WP_096685043.1	WP_096685043.1		
N3.HOG0007994	OG0008113	-				WP_096685049.1	WP_096685049.1		
N3.HOG0007995	OG0008114	-				WP_096685055.1	WP_096685055.1		
N3.HOG0007996	OG0008115	-				WP_096685057.1	WP_096685057.1		
N3.HOG0007997	OG0008116	-				WP_096685058.1	WP_096685058.1		
N3.HOG0007998	OG0008117	-				WP_096685060.1	WP_096685060.1		
N3.HOG0007999	OG0008118	-				WP_096685061.1	WP_096685061.1		
N3.HOG0008000	OG0008119	-				WP_096685062.1	WP_096685062.1		
N3.HOG0008001	OG0008120	-				WP_096685064.1	WP_096685064.1		
N3.HOG0008002	OG0008121	-				WP_096685065.1	WP_096685065.1		
N3.HOG0008003	OG0008122	-				WP_096685070.1	WP_096685070.1		
N3.HOG0008004	OG0008123	-				WP_096685072.1	WP_096685072.1		
N3.HOG0008005	OG0008124	-				WP_096685073.1	WP_096685073.1		
N3.HOG0008006	OG0008125	-				WP_096685074.1	WP_096685074.1		
N3.HOG0008007	OG0008126	-				WP_096685076.1	WP_096685076.1		
N3.HOG0008008	OG0008127	-				WP_096685080.1	WP_096685080.1		
N3.HOG0008009	OG0008128	-				WP_096685088.1	WP_096685088.1		
N3.HOG0008010	OG0008129	-				WP_096685090.1	WP_096685090.1		
N3.HOG0008011	OG0008130	-				WP_096685091.1	WP_096685091.1		
N3.HOG0008012	OG0008131	-				WP_096685094.1	WP_096685094.1		
N3.HOG0008013	OG0008132	-				WP_096685101.1	WP_096685101.1		
N3.HOG0008014	OG0008133	-				WP_096685114.1	WP_096685114.1		
N3.HOG0008015	OG0008134	-				WP_096685132.1	WP_096685132.1		
N3.HOG0008016	OG0008135	-				WP_096685134.1	WP_096685134.1		
N3.HOG0008017	OG0008136	-				WP_096685142.1	WP_096685142.1		
N3.HOG0008018	OG0008137	-				WP_096685144.1	WP_096685144.1		
N3.HOG0008019	OG0008138	-				WP_096685150.1	WP_096685150.1		
N3.HOG0008020	OG0008139	-				WP_096685157.1	WP_096685157.1		
N3.HOG0008021	OG0008140	-				WP_096685191.1	WP_096685191.1		
N3.HOG0008022	OG0008141	-				WP_096685229.1	WP_096685229.1		
N3.HOG0008023	OG0008142	-				WP_096685231.1	WP_096685231.1		
N3.HOG0008024	OG0008143	-				WP_096685233.1	WP_096685233.1		
N3.HOG0008025	OG0008144	-				WP_096685289.1	WP_096685289.1		
N3.HOG0008026	OG0008145	-				WP_096685328.1	WP_096685328.1		
N3.HOG0008027	OG0008146	-				WP_096685366.1	WP_096685366.1		
N3.HOG0008028	OG0008147	-				WP_096685390.1	WP_096685390.1		
N3.HOG0008029	OG0008148	-				WP_096685420.1	WP_096685420.1		
N3.HOG0008030	OG0008149	-				WP_096685424.1	WP_096685424.1		
N3.HOG0008031	OG0008150	-				WP_096685426.1	WP_096685426.1		
N3.HOG0008032	OG0008151	-				WP_096685428.1	WP_096685428.1		
N3.HOG0008033	OG0008152	-				WP_096685450.1	WP_096685450.1		
N3.HOG0008034	OG0008153	-				WP_096685460.1	WP_096685460.1		
N3.HOG0008035	OG0008154	-				WP_096685517.1	WP_096685517.1		
N3.HOG0008036	OG0008155	-				WP_096685519.1	WP_096685519.1		
N3.HOG0008037	OG0008156	-				WP_096685573.1	WP_096685573.1		
N3.HOG0008038	OG0008157	-				WP_096685593.1	WP_096685593.1		
N3.HOG0008039	OG0008158	-				WP_096685600.1	WP_096685600.1		
N3.HOG0008040	OG0008159	-				WP_096685626.1	WP_096685626.1		
N3.HOG0008041	OG0008160	-				WP_096685641.1	WP_096685641.1		
N3.HOG0008042	OG0008161	-				WP_096685645.1	WP_096685645.1		
