Orthogroup	336-3	NIES-3974
OG0002127	WP_035155087.1	WP_096621202.1
OG0002128	WP_035155092.1	WP_096621203.1
OG0002129	WP_035155095.1	WP_096621204.1
OG0002130	WP_035155098.1	WP_096626000.1
OG0002131	WP_035155101.1	WP_096621205.1
OG0002132	WP_035155104.1	WP_096621206.1
OG0002133	WP_035155106.1	WP_096621988.1
OG0002134	WP_035155113.1	WP_172892737.1
OG0002135	WP_035155114.1	WP_096624394.1
OG0002136	WP_035155116.1	WP_096623786.1
OG0002137	WP_035155118.1	WP_096623788.1
OG0002138	WP_035155121.1	WP_096623790.1
OG0002139	WP_035155123.1	WP_096620985.1
OG0002140	WP_035155126.1	WP_096620986.1
OG0002141	WP_035155128.1	WP_096621636.1
OG0002142	WP_035155137.1	WP_096621631.1
OG0002143	WP_035155146.1	WP_096620933.1
OG0002144	WP_035155147.1	WP_096620930.1
OG0002145	WP_035155151.1	WP_096620929.1
OG0002146	WP_035155153.1	WP_096620928.1
OG0002147	WP_035155155.1	WP_096620366.1
OG0002148	WP_035155160.1	WP_096620071.1
OG0002149	WP_035155172.1	WP_096624089.1
OG0002150	WP_035155190.1	WP_096625739.1
OG0002151	WP_035155191.1	WP_096625741.1
OG0002152	WP_035155192.1	WP_096621119.1
OG0002153	WP_035155193.1	WP_096621763.1
OG0002154	WP_035155194.1	WP_096621762.1
OG0002155	WP_035155195.1	WP_096621922.1
OG0002156	WP_035155197.1	WP_231943382.1
OG0002157	WP_035155198.1	WP_096621747.1
OG0002158	WP_035155199.1	WP_096624925.1
OG0002159	WP_035155205.1	WP_096624927.1
OG0002160	WP_035155207.1	WP_096624931.1
OG0002161	WP_035155220.1	WP_096620475.1
OG0002162	WP_035155223.1	WP_096625870.1
OG0002163	WP_035155234.1	WP_096624159.1
OG0002164	WP_035155237.1	WP_096623802.1
OG0002165	WP_035155240.1	WP_096622562.1
OG0002166	WP_035155259.1	WP_096623800.1
OG0002167	WP_035155261.1	WP_096623579.1
OG0002168	WP_035155263.1	WP_096619869.1
OG0002169	WP_035155267.1	WP_096619871.1
OG0002170	WP_035155278.1	WP_096621489.1
OG0002171	WP_035155282.1	WP_096619985.1
OG0002172	WP_035155284.1	WP_096622741.1
OG0002173	WP_035155292.1	WP_096621520.1
OG0002174	WP_035155303.1	WP_096621519.1
OG0002175	WP_035155305.1	WP_096623962.1
OG0002176	WP_035155307.1	WP_096623964.1
OG0002177	WP_035155309.1	WP_096622521.1
OG0002178	WP_035155313.1	WP_096626207.1
OG0002179	WP_035155315.1	WP_096620635.1
OG0002180	WP_035155318.1	WP_096620637.1
OG0002181	WP_035155320.1	WP_096626613.1
OG0002182	WP_035155327.1	WP_096622524.1
OG0002183	WP_035155329.1	WP_231943394.1
OG0002184	WP_035155337.1	WP_096625158.1
OG0002185	WP_035155342.1	WP_096620215.1
OG0002186	WP_035155368.1	WP_096621592.1
OG0002187	WP_035155370.1	WP_096625759.1
OG0002188	WP_035155373.1	WP_096619927.1
OG0002189	WP_035155376.1	WP_096619929.1
OG0002190	WP_035155387.1	WP_096620166.1
OG0002191	WP_035155400.1	WP_096621443.1
OG0002192	WP_035155402.1	WP_096626299.1
OG0002193	WP_035155410.1	WP_096626047.1
OG0002194	WP_035155420.1	WP_096623897.1
OG0002195	WP_035155422.1	WP_096622329.1
OG0002196	WP_035155424.1	WP_096626165.1
OG0002197	WP_035155441.1	WP_096620583.1
OG0002198	WP_035155459.1	WP_096623890.1
OG0002199	WP_035155485.1	WP_096623659.1
OG0002200	WP_035155488.1	WP_096622501.1
OG0002201	WP_035155491.1	WP_096622500.1
OG0002202	WP_035155494.1	WP_096620650.1
OG0002203	WP_035155497.1	WP_096623625.1
OG0002204	WP_035155503.1	WP_096619867.1
OG0002205	WP_035155505.1	WP_096619865.1
OG0002206	WP_035155520.1	WP_096624424.1
OG0002207	WP_035155523.1	WP_096621296.1
OG0002208	WP_035155534.1	WP_096621687.1
OG0002209	WP_035155541.1	WP_096622846.1
OG0002210	WP_035155555.1	WP_096622854.1
OG0002211	WP_035155557.1	WP_096622856.1
OG0002212	WP_035155573.1	WP_096621346.1
OG0002213	WP_035155581.1	WP_096624702.1
OG0002214	WP_035155588.1	WP_096626231.1
OG0002215	WP_035155590.1	WP_096622376.1
OG0002216	WP_035155595.1	WP_096626169.1
OG0002217	WP_035155598.1	WP_096622373.1
OG0002218	WP_035155607.1	WP_096622497.1
OG0002219	WP_035155609.1	WP_096622498.1
OG0002220	WP_035155615.1	WP_096624065.1
OG0002221	WP_035155621.1	WP_096621912.1
OG0002222	WP_035155626.1	WP_096620484.1
OG0002223	WP_035155628.1	WP_096624324.1
OG0002224	WP_035155629.1	WP_096620226.1
OG0002225	WP_035155631.1	WP_096620225.1
OG0002226	WP_035155633.1	WP_096620223.1
OG0002227	WP_035155638.1	WP_096623340.1
OG0002228	WP_035155641.1	WP_096623338.1
OG0002229	WP_035155644.1	WP_096623336.1
OG0002230	WP_035155647.1	WP_096623334.1
OG0002231	WP_035155649.1	WP_096623332.1
OG0002232	WP_035155652.1	WP_096623330.1
OG0002233	WP_035155654.1	WP_096623328.1
OG0002234	WP_035155656.1	WP_096623324.1
OG0002235	WP_035155658.1	WP_096623322.1
OG0002236	WP_035155662.1	WP_096623320.1
OG0002237	WP_035155667.1	WP_096623314.1
OG0002238	WP_035155672.1	WP_096623312.1
OG0002239	WP_035155675.1	WP_096623310.1
OG0002240	WP_035155678.1	WP_172892838.1
OG0002241	WP_035155680.1	WP_096623306.1
OG0002242	WP_035155682.1	WP_096623302.1
OG0002244	WP_035155694.1	WP_096620978.1
OG0002245	WP_035155696.1	WP_096620979.1
OG0002246	WP_035155698.1	WP_096620980.1
OG0002247	WP_035155701.1	WP_096622230.1
OG0002248	WP_035155708.1	WP_096622558.1
OG0002249	WP_035155709.1	WP_096624801.1
OG0002250	WP_035155711.1	WP_231943136.1
OG0002251	WP_035155713.1	WP_096623782.1
OG0002252	WP_035155715.1	WP_096620938.1
OG0002253	WP_035155717.1	WP_096620855.1
OG0002254	WP_035155719.1	WP_096620853.1
OG0002255	WP_035155720.1	WP_096620852.1
OG0002256	WP_035155722.1	WP_096620851.1
OG0002257	WP_035155724.1	WP_096620850.1
OG0002258	WP_035155726.1	WP_096620849.1
OG0002259	WP_035155728.1	WP_096620848.1
OG0002260	WP_035155730.1	WP_096620847.1
OG0002261	WP_035155735.1	WP_096619971.1
OG0002262	WP_035155736.1	WP_096619973.1
OG0002263	WP_035155737.1	WP_096623292.1
OG0002264	WP_035155738.1	WP_096620549.1
OG0002265	WP_035155739.1	WP_096621040.1
OG0002266	WP_035155740.1	WP_096621582.1
OG0002267	WP_035155742.1	WP_255408925.1
OG0002268	WP_035155747.1	WP_096622932.1
OG0002269	WP_035155749.1	WP_096624067.1
OG0002270	WP_035155751.1	WP_096624069.1
OG0002271	WP_035155753.1	WP_096621831.1
OG0002272	WP_035155755.1	WP_096621829.1
OG0002273	WP_035155757.1	WP_096621828.1
OG0002274	WP_035155762.1	WP_096620677.1
OG0002275	WP_035155764.1	WP_096620678.1
OG0002276	WP_035155767.1	WP_096620679.1
OG0002277	WP_035155771.1	WP_096622795.1
OG0002278	WP_035155776.1	WP_096621218.1
OG0002279	WP_035155778.1	WP_096620554.1
OG0002280	WP_035155780.1	WP_096620553.1
OG0002281	WP_035155784.1	WP_096620552.1
OG0002282	WP_035155791.1	WP_096621705.1
OG0002283	WP_035155792.1	WP_096624081.1
OG0002284	WP_035155795.1	WP_096624079.1
OG0002285	WP_035155796.1	WP_096624077.1
OG0002286	WP_035155799.1	WP_096624075.1
OG0002287	WP_035155802.1	WP_096621100.1
OG0002288	WP_035155805.1	WP_096621918.1
OG0002289	WP_035155810.1	WP_096625661.1
OG0002290	WP_035155819.1	WP_096622349.1
OG0002291	WP_035155828.1	WP_096621156.1
OG0002292	WP_035155831.1	WP_096622189.1
OG0002293	WP_035155833.1	WP_096622162.1
OG0002295	WP_035155862.1	WP_096621466.1
OG0002296	WP_035155863.1	WP_231943439.1
OG0002297	WP_035155864.1	WP_096621469.1
OG0002298	WP_035155867.1	WP_096621383.1
OG0002299	WP_035155873.1	WP_231943176.1
OG0002300	WP_035155875.1	WP_096622580.1
OG0002301	WP_035155881.1	WP_096621860.1
OG0002303	WP_035155888.1	WP_096622108.1
OG0002304	WP_035155899.1	WP_096620845.1
OG0002305	WP_035155901.1	WP_231943314.1
OG0002306	WP_035155919.1	WP_096620349.1
OG0002307	WP_035155921.1	WP_096621480.1
OG0002308	WP_035155926.1	WP_096621478.1
OG0002309	WP_035155932.1	WP_096620970.1
OG0002310	WP_035155935.1	WP_096620708.1
OG0002311	WP_035155938.1	WP_096621495.1
OG0002312	WP_035155941.1	WP_096626237.1
OG0002313	WP_035155949.1	WP_096626183.1
OG0002314	WP_035155953.1	WP_096622432.1
OG0002315	WP_035155956.1	WP_096623972.1
OG0002316	WP_035155959.1	WP_096623973.1
OG0002317	WP_035155961.1	WP_096626171.1
OG0002318	WP_035155964.1	WP_096623437.1
OG0002319	WP_035155967.1	WP_096620592.1
OG0002320	WP_035155969.1	WP_096620219.1
OG0002321	WP_035155975.1	WP_096620448.1
OG0002322	WP_035155978.1	WP_096625864.1
OG0002323	WP_035155981.1	WP_096620449.1
OG0002324	WP_035155984.1	WP_096624846.1
OG0002325	WP_035155986.1	WP_096626490.1
OG0002326	WP_035155992.1	WP_096624841.1
OG0002327	WP_035155999.1	WP_096624835.1
OG0002328	WP_035156000.1	WP_096624833.1
OG0002329	WP_035156002.1	WP_096624831.1
OG0002330	WP_035156005.1	WP_096624829.1
OG0002331	WP_035156020.1	WP_096624823.1
OG0002332	WP_035156025.1	WP_096624821.1
OG0002333	WP_035156027.1	WP_096624775.1
OG0002334	WP_035156028.1	WP_096624777.1
OG0002335	WP_035156032.1	WP_096622731.1
OG0002336	WP_035156036.1	WP_096624744.1
OG0002337	WP_035156038.1	WP_096622083.1
OG0002338	WP_035156046.1	WP_096622169.1
OG0002339	WP_035156048.1	WP_096623348.1
OG0002340	WP_035156051.1	WP_096623350.1
OG0002341	WP_035156052.1	WP_096623352.1
OG0002342	WP_035156059.1	WP_096626276.1
OG0002343	WP_035156061.1	WP_096622920.1
OG0002344	WP_035156066.1	WP_096622916.1
OG0002345	WP_035156069.1	WP_096622914.1
OG0002346	WP_035156075.1	WP_096622912.1
OG0002348	WP_035156083.1	WP_096620362.1
OG0002349	WP_035156087.1	WP_096621959.1
OG0002350	WP_035156090.1	WP_096622872.1
OG0002351	WP_035156092.1	WP_096622341.1
OG0002352	WP_035156094.1	WP_096622339.1
OG0002353	WP_035156097.1	WP_096621562.1
OG0002355	WP_035156108.1	WP_096623856.1
OG0002356	WP_035156116.1	WP_096623854.1
OG0002357	WP_035156119.1	WP_096625250.1
OG0002358	WP_035156122.1	WP_096625248.1
OG0002359	WP_035156126.1	WP_096625673.1
OG0002360	WP_035156135.1	WP_096622344.1
OG0002361	WP_035156138.1	WP_096622346.1
OG0002362	WP_035156141.1	WP_096622347.1
OG0002363	WP_035156143.1	WP_096622348.1
OG0002364	WP_035156145.1	WP_096620755.1
OG0002365	WP_035156148.1	WP_096620754.1
OG0002366	WP_035156151.1	WP_096620752.1
OG0002368	WP_035156169.1	WP_096623426.1
OG0002369	WP_035156171.1	WP_096623428.1
OG0002370	WP_035156174.1	WP_096624995.1
OG0002371	WP_035156176.1	WP_096620846.1
OG0002372	WP_035156181.1	WP_096621336.1
OG0002373	WP_035156183.1	WP_096621335.1
OG0002374	WP_035156186.1	WP_096621334.1
OG0002375	WP_035156188.1	WP_096621333.1
OG0002376	WP_035156190.1	WP_096621332.1
OG0002377	WP_035156192.1	WP_096621330.1
OG0002378	WP_035156195.1	WP_096623983.1
OG0002379	WP_035156198.1	WP_096621500.1
OG0002380	WP_035156200.1	WP_096621499.1
OG0002381	WP_035156203.1	WP_096621498.1
OG0002382	WP_035156208.1	WP_096620562.1
OG0002383	WP_035156216.1	WP_096620022.1
OG0002384	WP_035156218.1	WP_096622522.1
OG0002385	WP_035156220.1	WP_096621084.1
OG0002386	WP_035156223.1	WP_096621083.1
OG0002387	WP_035156224.1	WP_096620642.1
OG0002388	WP_035156228.1	WP_096620644.1
OG0002389	WP_035156230.1	WP_096620348.1
OG0002390	WP_035156236.1	WP_096620998.1
OG0002391	WP_035156242.1	WP_096626494.1
OG0002392	WP_035156245.1	WP_096624856.1
OG0002393	WP_035156252.1	WP_096619997.1
OG0002394	WP_035156255.1	WP_096619995.1
OG0002395	WP_035156258.1	WP_096623200.1
OG0002396	WP_035156261.1	WP_096625910.1
OG0002397	WP_035156276.1	WP_096626071.1
OG0002398	WP_035156282.1	WP_096620312.1
OG0002399	WP_035156285.1	WP_096624173.1
OG0002400	WP_035156287.1	WP_096624921.1
OG0002401	WP_035156295.1	WP_096626488.1
OG0002402	WP_035156299.1	WP_096626389.1
OG0002403	WP_035156303.1	WP_096626325.1
OG0002404	WP_035156307.1	WP_096625045.1
OG0002405	WP_035156310.1	WP_096621451.1
OG0002406	WP_035156313.1	WP_096622366.1
OG0002407	WP_035156316.1	WP_096622365.1
OG0002408	WP_035156318.1	WP_096622363.1
OG0002409	WP_035156322.1	WP_096622360.1
OG0002410	WP_035156326.1	WP_096620346.1
OG0002411	WP_035156329.1	WP_096620347.1
OG0002412	WP_035156332.1	WP_096625858.1
OG0002413	WP_035156337.1	WP_096621588.1
OG0002414	WP_035156339.1	WP_096620959.1
OG0002415	WP_035156342.1	WP_096620957.1
OG0002416	WP_035156348.1	WP_096620956.1
OG0002417	WP_035156350.1	WP_096620955.1
OG0002418	WP_035156353.1	WP_096620954.1
OG0002419	WP_035156355.1	WP_096620953.1
OG0002420	WP_035156357.1	WP_096625537.1
OG0002421	WP_035156359.1	WP_096625535.1
OG0002422	WP_035156368.1	WP_096620397.1
OG0002423	WP_035156374.1	WP_096621028.1
OG0002424	WP_035156378.1	WP_096621027.1
OG0002425	WP_035156387.1	WP_096620567.1
OG0002426	WP_035156389.1	WP_096620568.1
OG0002427	WP_035156399.1	WP_096620214.1
OG0002428	WP_035156402.1	WP_096625053.1
OG0002429	WP_035156405.1	WP_096625057.1
OG0002430	WP_035156408.1	WP_096624087.1
OG0002431	WP_035156416.1	WP_096622382.1
OG0002432	WP_035156420.1	WP_096624875.1
OG0002433	WP_035156434.1	WP_096623752.1
OG0002434	WP_035156438.1	WP_096623754.1
OG0002435	WP_035156441.1	WP_096623756.1
OG0002436	WP_035156443.1	WP_096623758.1
OG0002437	WP_035156454.1	WP_096621076.1
OG0002438	WP_035156459.1	WP_096624247.1
OG0002439	WP_035156465.1	WP_231943189.1
OG0002440	WP_035156467.1	WP_096625815.1
OG0002441	WP_035156470.1	WP_096623098.1
OG0002442	WP_035156477.1	WP_096622343.1
OG0002443	WP_144416017.1, WP_035156481.1	WP_096624515.1
OG0002444	WP_035156483.1	WP_096620657.1
OG0002445	WP_035156490.1	WP_096625665.1
OG0002446	WP_035156492.1	WP_096625667.1
OG0002447	WP_035156494.1	WP_096625669.1
OG0002448	WP_035156496.1	WP_096625671.1
OG0002449	WP_035156501.1	WP_096620441.1
OG0002450	WP_035156504.1	WP_096620440.1
OG0002451	WP_035156507.1	WP_096620439.1
OG0002452	WP_035156510.1	WP_096620438.1
OG0002453	WP_035156514.1	WP_096620437.1
OG0002454	WP_035156516.1	WP_096620436.1
OG0002455	WP_035156519.1	WP_096620435.1
OG0002456	WP_035156522.1	WP_096620434.1
OG0002457	WP_035156524.1	WP_096620433.1
OG0002458	WP_035156527.1	WP_096620430.1
OG0002459	WP_035156530.1	WP_096620429.1
OG0002460	WP_035156534.1	WP_096620428.1
OG0002461	WP_035156538.1	WP_096620427.1
OG0002462	WP_035156540.1	WP_096620426.1
OG0002463	WP_035156543.1	WP_096620425.1
OG0002464	WP_035156545.1	WP_096620424.1
OG0002465	WP_035156547.1	WP_096620423.1
OG0002466	WP_035156549.1	WP_096620422.1
OG0002467	WP_035156552.1	WP_096620421.1
OG0002468	WP_035156555.1	WP_096620420.1
OG0002469	WP_035156557.1	WP_096620419.1
OG0002470	WP_035156561.1	WP_096620417.1
OG0002471	WP_035156563.1	WP_096620416.1
OG0002472	WP_035156565.1	WP_096620415.1
OG0002473	WP_035156568.1	WP_096620414.1
OG0002474	WP_035156570.1	WP_096620413.1
OG0002475	WP_035156572.1	WP_096620412.1
OG0002476	WP_035156574.1	WP_096620411.1
OG0002477	WP_035156580.1	WP_096621111.1
OG0002478	WP_035156589.1	WP_096625559.1
OG0002479	WP_035156590.1	WP_096625557.1
OG0002480	WP_035156592.1	WP_096625555.1
OG0002481	WP_035156595.1	WP_096626502.1
OG0002482	WP_035156603.1	WP_096622436.1
OG0002483	WP_035156605.1	WP_096621323.1
OG0002484	WP_035156607.1	WP_096621322.1
OG0002485	WP_035156613.1	WP_096621320.1
OG0002486	WP_035156615.1	WP_096624362.1
OG0002487	WP_035156617.1	WP_096620990.1
OG0002488	WP_035156621.1	WP_231943156.1
OG0002489	WP_035156637.1	WP_096624560.1
OG0002490	WP_035156645.1	WP_231943221.1
OG0002491	WP_035156653.1	WP_096620146.1
OG0002492	WP_035156655.1	WP_096620879.1
OG0002493	WP_035156656.1	WP_096620878.1
OG0002494	WP_035156662.1	WP_096626357.1
OG0002495	WP_035156664.1	WP_096622275.1
OG0002496	WP_035156666.1	WP_096622274.1
OG0002497	WP_035156671.1	WP_096625071.1
OG0002498	WP_035156674.1	WP_096626213.1
OG0002499	WP_035156681.1	WP_096625331.1
OG0002500	WP_035156692.1	WP_096622332.1
OG0002501	WP_035156695.1	WP_096620221.1
OG0002502	WP_035156701.1	WP_096621249.1
OG0002503	WP_035156709.1	WP_096620647.1
OG0002504	WP_035156712.1	WP_096620648.1
OG0002505	WP_035156717.1	WP_096621217.1
OG0002506	WP_035156719.1	WP_096621216.1
OG0002507	WP_035156721.1	WP_096624945.1
OG0002508	WP_035156723.1	WP_096624947.1
OG0002509	WP_035156726.1	WP_096621102.1
OG0002510	WP_035156728.1	WP_096621103.1
OG0002511	WP_035156732.1	WP_096620237.1
OG0002512	WP_035156735.1	WP_096623132.1
OG0002513	WP_035156737.1	WP_096623603.1
OG0002514	WP_035156739.1	WP_096623601.1
OG0002515	WP_035156744.1	WP_096624917.1
OG0002516	WP_035156747.1	WP_096621569.1
OG0002517	WP_035156750.1	WP_096622034.1
OG0002518	WP_035156753.1	WP_231943402.1
OG0002519	WP_035156755.1	WP_096620135.1
OG0002520	WP_035156757.1	WP_096620136.1
OG0002521	WP_035156763.1	WP_096623673.1
OG0002522	WP_035156765.1	WP_096623677.1
OG0002523	WP_035156767.1	WP_096622801.1
OG0002524	WP_035156769.1	WP_096622799.1
OG0002525	WP_035156771.1	WP_096623667.1
OG0002526	WP_035156783.1	WP_096622563.1
OG0002527	WP_035156790.1	WP_096620044.1
OG0002528	WP_035156801.1	WP_096622210.1
OG0002529	WP_035156803.1	WP_096620673.1
OG0002530	WP_035156805.1	WP_096623164.1
OG0002531	WP_035156808.1	WP_096620674.1
OG0002532	WP_035156816.1	WP_157780765.1
OG0002533	WP_035156819.1	WP_096621613.1
OG0002534	WP_035156820.1	WP_096622882.1
OG0002535	WP_035156824.1	WP_096620452.1
OG0002536	WP_035156825.1	WP_172892826.1
OG0002537	WP_035156827.1	WP_096621080.1
OG0002538	WP_035156828.1	WP_096626119.1
OG0002539	WP_035156829.1	WP_096622103.1
OG0002540	WP_035156837.1	WP_096623108.1
OG0002541	WP_035156841.1	WP_096623110.1
OG0002542	WP_035156844.1	WP_096622105.1
OG0002543	WP_035156847.1	WP_096622621.1
OG0002544	WP_035156853.1	WP_096626131.1
OG0002545	WP_035156855.1	WP_096622149.1
OG0002546	WP_035156862.1	WP_096622154.1
OG0002547	WP_035156880.1	WP_096620748.1
OG0002548	WP_035156883.1	WP_096620747.1
OG0002549	WP_035156885.1	WP_096620746.1
OG0002550	WP_035156887.1	WP_096623778.1
OG0002551	WP_035156890.1	WP_096623776.1
OG0002552	WP_035156893.1	WP_096623774.1
OG0002553	WP_035156903.1	WP_096624935.1
OG0002554	WP_035156906.1	WP_096626518.1
OG0002555	WP_035156910.1	WP_096620080.1
OG0002556	WP_035156914.1	WP_096622655.1
OG0002557	WP_035156920.1	WP_096622711.1
OG0002558	WP_035156924.1	WP_096622707.1
OG0002559	WP_035156927.1	WP_096622705.1
OG0002560	WP_035156929.1	WP_096622703.1
OG0002561	WP_035156931.1	WP_096622697.1
OG0002562	WP_035156933.1	WP_231943068.1
OG0002563	WP_035156935.1	WP_096622694.1
OG0002564	WP_035156939.1	WP_096625493.1
OG0002565	WP_035156946.1	WP_096622211.1
OG0002566	WP_035156948.1	WP_096620672.1
OG0002567	WP_035156951.1	WP_096620670.1
OG0002568	WP_035156954.1	WP_096620669.1
OG0002569	WP_035156957.1	WP_096620519.1
OG0002570	WP_035156961.1	WP_096621049.1
OG0002571	WP_035156963.1	WP_096621050.1
OG0002572	WP_035156966.1	WP_096620824.1
OG0002573	WP_035156969.1	WP_096620823.1
OG0002574	WP_035156971.1	WP_096624316.1
OG0002575	WP_035156975.1	WP_096620043.1
OG0002576	WP_035156977.1	WP_096623453.1
OG0002577	WP_035156994.1	WP_096622684.1
OG0002578	WP_035157002.1	WP_096622167.1
OG0002579	WP_035157040.1	WP_096624955.1
OG0002580	WP_035157042.1	WP_096623657.1
OG0002581	WP_035157050.1	WP_096620658.1
OG0002582	WP_035157052.1	WP_096621835.1
OG0002583	WP_035157054.1	WP_096622313.1
OG0002584	WP_035157055.1	WP_096622311.1
OG0002585	WP_035157057.1	WP_096622310.1
OG0002586	WP_035157058.1	WP_096622309.1
OG0002587	WP_035157059.1	WP_096622307.1
OG0002588	WP_035157061.1	WP_096626091.1
OG0002589	WP_035157066.1	WP_096625577.1
OG0002590	WP_035157069.1	WP_096619843.1
OG0002591	WP_035157071.1	WP_096619841.1
OG0002592	WP_035157080.1	WP_096623826.1
OG0002593	WP_035157082.1	WP_096626379.1
OG0002594	WP_035157086.1	WP_096623997.1
OG0002595	WP_035157088.1	WP_096623993.1
OG0002596	WP_035157097.1	WP_096620742.1
OG0002597	WP_035157101.1	WP_096620743.1
OG0002598	WP_035157106.1	WP_096624881.1
OG0002599	WP_035157109.1	WP_096623004.1
OG0002600	WP_035157117.1	WP_096622503.1
OG0002601	WP_035157122.1	WP_096622502.1
OG0002602	WP_035157124.1	WP_096624406.1
OG0002603	WP_035157125.1	WP_096623736.1
OG0002604	WP_035157126.1	WP_096623738.1
OG0002605	WP_035157128.1	WP_096623740.1
OG0002606	WP_035157133.1	WP_096626412.1
OG0002607	WP_035157136.1	WP_096624207.1
OG0002608	WP_035157141.1	WP_096624213.1
OG0002609	WP_035157146.1	WP_096623112.1
OG0002610	WP_035157147.1	WP_096624600.1
OG0002612	WP_035157154.1	WP_096622159.1
OG0002613	WP_035157157.1	WP_096619845.1
OG0002614	WP_035157159.1	WP_096619847.1
OG0002615	WP_035157161.1	WP_096619849.1
OG0002616	WP_035157165.1	WP_096619859.1
OG0002617	WP_035157167.1	WP_096620396.1
OG0002618	WP_035157170.1	WP_096622864.1
OG0002619	WP_035157173.1	WP_096621209.1
OG0002620	WP_035157175.1	WP_096626002.1
OG0002621	WP_035157179.1	WP_096624035.1
OG0002622	WP_035157181.1	WP_096624037.1
OG0002623	WP_035157200.1	WP_096620149.1
OG0002624	WP_035157216.1	WP_096623250.1
OG0002625	WP_035157218.1	WP_096620341.1
OG0002626	WP_035157225.1	WP_096620639.1
OG0002627	WP_035157237.1	WP_096626020.1
OG0002628	WP_035157239.1	WP_096621269.1
OG0002629	WP_035157242.1	WP_096623709.1
OG0002630	WP_035157249.1	WP_096620245.1
OG0002631	WP_035157251.1	WP_096620246.1
OG0002632	WP_035157253.1	WP_096620247.1
OG0002633	WP_035157265.1	WP_096623928.1
OG0002635	WP_035157274.1	WP_096622036.1
OG0002637	WP_035157296.1	WP_096625327.1
OG0002638	WP_035157299.1	WP_096619887.1
OG0002639	WP_035157301.1	WP_231943172.1
OG0002640	WP_035157302.1	WP_231943299.1
OG0002641	WP_035157304.1	WP_096621266.1
OG0002642	WP_035157308.1	WP_096623282.1
OG0002643	WP_035157317.1	WP_096623286.1
OG0002644	WP_035157319.1	WP_096621814.1
OG0002645	WP_035157322.1	WP_096621151.1
OG0002647	WP_035157328.1	WP_096622560.1
OG0002648	WP_035157331.1	WP_096620228.1
OG0002649	WP_035157337.1	WP_096624903.1
OG0002650	WP_035157340.1	WP_096624905.1
OG0002651	WP_035157345.1	WP_096622874.1
OG0002652	WP_035157347.1	WP_096622652.1
OG0002653	WP_035157349.1	WP_096622876.1
OG0002654	WP_035157350.1	WP_096622590.1
OG0002655	WP_035157352.1	WP_096621639.1
OG0002656	WP_035157356.1	WP_096620936.1
OG0002657	WP_035157360.1	WP_096620233.1
OG0002658	WP_035157363.1	WP_096620232.1
OG0002659	WP_035157367.1	WP_096620808.1
OG0002660	WP_035157369.1	WP_096623748.1
OG0002661	WP_035157373.1	WP_096620918.1
OG0002662	WP_035157378.1	WP_096625679.1
OG0002663	WP_035157385.1	WP_096625019.1
OG0002664	WP_035157399.1	WP_096620584.1
OG0002665	WP_035157401.1	WP_096620585.1
OG0002666	WP_035157403.1	WP_096620586.1
OG0002667	WP_035157405.1	WP_096620587.1
OG0002668	WP_035157407.1	WP_096620589.1
OG0002669	WP_035157410.1	WP_096620590.1
OG0002670	WP_035157414.1	WP_096620591.1
OG0002671	WP_035157421.1	WP_096623850.1
OG0002672	WP_035157424.1	WP_096623848.1
OG0002673	WP_035157430.1	WP_096623844.1
OG0002674	WP_035157433.1	WP_096623842.1
OG0002675	WP_035157436.1	WP_096619999.1
OG0002676	WP_035157454.1	WP_096623573.1
OG0002677	WP_035157458.1	WP_096622620.1
OG0002678	WP_035157460.1	WP_096623234.1
OG0002679	WP_035157462.1	WP_096622612.1
OG0002680	WP_035157471.1	WP_096626585.1
OG0002681	WP_035157473.1	WP_096625573.1
OG0002682	WP_035157475.1	WP_096620884.1
OG0002683	WP_035157479.1	WP_096620885.1
OG0002684	WP_035157483.1	WP_231943496.1
OG0002685	WP_035157489.1	WP_096621826.1
OG0002686	WP_035157490.1	WP_096621823.1
OG0002687	WP_035157495.1	WP_231943469.1
OG0002688	WP_035157497.1	WP_172892778.1
OG0002689	WP_035157500.1	WP_096622249.1
OG0002690	WP_035157503.1	WP_096622248.1
OG0002691	WP_035157506.1	WP_096622247.1
OG0002692	WP_035157508.1	WP_096622246.1
OG0002693	WP_035157511.1	WP_096622245.1
OG0002694	WP_035157513.1	WP_096622244.1
OG0002695	WP_035157517.1	WP_096626093.1
OG0002696	WP_035157526.1	WP_096624746.1
OG0002697	WP_035157531.1	WP_096621164.1
OG0002698	WP_035157537.1	WP_096621626.1
OG0002699	WP_035157539.1	WP_096621931.1
OG0002700	WP_035157542.1	WP_096621638.1
OG0002701	WP_035157548.1	WP_096624722.1
OG0002702	WP_035157555.1	WP_096620652.1
OG0002703	WP_035157568.1	WP_096620107.1
OG0002704	WP_035157626.1	WP_096620087.1
OG0002705	WP_035157627.1	WP_157780615.1
OG0002706	WP_035157629.1	WP_096621796.1
OG0002707	WP_035157631.1	WP_096621798.1
OG0002708	WP_035157634.1	WP_096626209.1
OG0002709	WP_035157637.1	WP_096621787.1
OG0002710	WP_035157639.1	WP_096621789.1
OG0002711	WP_035157658.1	WP_231943112.1
OG0002712	WP_035157668.1	WP_096620721.1
OG0002713	WP_035157673.1	WP_096621016.1
OG0002714	WP_035157675.1	WP_096620880.1
OG0002715	WP_035157682.1	WP_096625529.1
OG0002716	WP_035157685.1	WP_096625527.1
OG0002717	WP_035157688.1	WP_096625523.1
OG0002718	WP_035157690.1	WP_096625521.1
