Orthogroup	336-3	PCC_7716
OG0001630	WP_035153170.1	WP_223973516.1
OG0001631	WP_035153174.1	WP_223986329.1
OG0001632	WP_035153183.1	WP_224176817.1
OG0001633	WP_035153188.1	WP_224176818.1
OG0001634	WP_035153192.1	WP_224176819.1
OG0001635	WP_035153198.1	WP_223985840.1
OG0001636	WP_035153202.1	WP_127084285.1
OG0001637	WP_035153207.1	WP_223985852.1
OG0001638	WP_035153208.1	WP_223985855.1
OG0001639	WP_035153209.1	WP_224173972.1
OG0001640	WP_035153211.1	WP_224173973.1
OG0001641	WP_035153212.1	WP_224173974.1
OG0001642	WP_035153215.1	WP_224173975.1
OG0001643	WP_035153219.1	WP_223985880.1
OG0001644	WP_035153226.1	WP_223985885.1
OG0001645	WP_035153230.1	WP_223991391.1
OG0001646	WP_035153267.1	WP_019491739.1
OG0001647	WP_035153269.1	WP_224178141.1
OG0001648	WP_035153272.1	WP_223974573.1
OG0001649	WP_035153275.1	WP_223974571.1
OG0001650	WP_035153277.1	WP_223974569.1
OG0001651	WP_035153280.1	WP_255667703.1
OG0001652	WP_035153282.1	WP_223991294.1
OG0001653	WP_035153301.1	WP_224173954.1
OG0001654	WP_035153311.1	WP_224173956.1
OG0001655	WP_035153316.1	WP_223982913.1
OG0001656	WP_035153320.1	WP_019491762.1
OG0001657	WP_035153324.1	WP_223986367.1
OG0001658	WP_035153328.1	WP_223986360.1
OG0001659	WP_035153331.1	WP_224179178.1
OG0001660	WP_035153333.1	WP_224179179.1
OG0001661	WP_035153335.1	WP_223986443.1
OG0001662	WP_035153337.1	WP_223982907.1
OG0001663	WP_035153338.1	WP_223982904.1
OG0001664	WP_035153339.1	WP_223982901.1
OG0001665	WP_035153340.1	WP_224178784.1
OG0001666	WP_035153342.1	WP_223982895.1
OG0001667	WP_035153344.1	WP_223981031.1
OG0001668	WP_035153346.1	WP_223991326.1
OG0001669	WP_035153348.1	WP_224175367.1
OG0001670	WP_035153350.1	WP_223981025.1
OG0001671	WP_035153356.1	WP_223980992.1
OG0001672	WP_035153359.1	WP_223980983.1
OG0001673	WP_035153360.1	WP_223980980.1
OG0001674	WP_035153362.1	WP_223991479.1
OG0001675	WP_035153363.1	WP_223982981.1
OG0001676	WP_035153364.1	WP_224178775.1
OG0001677	WP_035153365.1	WP_223974554.1
OG0001678	WP_035153367.1	WP_223974556.1
OG0001679	WP_035153369.1	WP_224178144.1
OG0001680	WP_035153372.1	WP_223974560.1
OG0001681	WP_035153374.1	WP_223974563.1
OG0001682	WP_035153377.1	WP_223974565.1
OG0001683	WP_035153379.1	WP_223991296.1
OG0001684	WP_035153381.1	WP_224175166.1
OG0001685	WP_035153386.1	WP_223982961.1
OG0001686	WP_035153395.1	WP_223981220.1
OG0001687	WP_035153403.1	WP_224177176.1
OG0001688	WP_035153408.1	WP_224177174.1
OG0001689	WP_035153413.1	WP_223976887.1
OG0001690	WP_035153415.1	WP_223976885.1
OG0001691	WP_035153420.1	WP_223989712.1
OG0001692	WP_035153421.1	WP_223975077.1
OG0001693	WP_035153424.1	WP_224178047.1
OG0001694	WP_035153427.1	WP_223975082.1
OG0001695	WP_035153431.1	WP_224178829.1
OG0001696	WP_035153434.1	WP_223988279.1
OG0001697	WP_035153439.1	WP_223977997.1
OG0001698	WP_035153442.1	WP_224177363.1
OG0001699	WP_035153444.1	WP_073618183.1
OG0001700	WP_035153446.1	WP_224178827.1
OG0001701	WP_035153453.1	WP_224178822.1
OG0001702	WP_035153456.1	WP_223988202.1
OG0001703	WP_035153458.1	WP_223988200.1
OG0001704	WP_035153460.1	WP_223988198.1
OG0001705	WP_035153462.1	WP_223988193.1
OG0001706	WP_035153470.1	WP_224175321.1
OG0001707	WP_035153478.1	WP_224177542.1
OG0001708	WP_035153483.1	WP_223991092.1
OG0001709	WP_035153485.1	WP_127082684.1
OG0001710	WP_035153489.1	WP_224176806.1
OG0001711	WP_035153491.1	WP_223973349.1
OG0001712	WP_035153493.1	WP_224177347.1
OG0001713	WP_035153495.1	WP_224177346.1
OG0001714	WP_035153498.1	WP_223977956.1
OG0001715	WP_035153500.1	WP_026093369.1
OG0001716	WP_035153502.1	WP_127078652.1
OG0001717	WP_035153505.1	WP_127078650.1
OG0001718	WP_035153507.1	WP_223977083.1
OG0001719	WP_035153509.1	WP_223977085.1
OG0001721	WP_035153522.1	WP_223984914.1
OG0001722	WP_035153527.1	WP_223984389.1
OG0001723	WP_035153530.1	WP_224176687.1
OG0001724	WP_035154767.1, WP_035153535.1	WP_224178721.1
OG0001725	WP_035153541.1	WP_019489918.1
OG0001726	WP_035153543.1	WP_127086549.1
OG0001727	WP_035153545.1	WP_223972316.1
OG0001728	WP_035153549.1	WP_224177266.1
OG0001729	WP_035153551.1	WP_019493152.1
OG0001730	WP_035153553.1	WP_223991360.1
OG0001731	WP_035153555.1	WP_223981873.1
OG0001732	WP_035153564.1	WP_223977867.1
OG0001733	WP_035153567.1	WP_224176569.1
OG0001734	WP_035153570.1	WP_223973707.1
OG0001735	WP_035153573.1	WP_224178418.1
OG0001736	WP_035153575.1	WP_127085030.1
OG0001737	WP_035153577.1	WP_223981446.1
OG0001738	WP_035153581.1	WP_223972902.1
OG0001739	WP_035153582.1	WP_224175172.1
OG0001740	WP_035153584.1	WP_223972912.1
OG0001741	WP_035153585.1	WP_223972914.1
OG0001742	WP_035153586.1	WP_223972915.1
OG0001743	WP_035153587.1	WP_223982703.1
OG0001744	WP_035153588.1	WP_223981466.1
OG0001745	WP_035153589.1	WP_224177209.1
OG0001746	WP_035153594.1	WP_223989511.1
OG0001747	WP_035153595.1	WP_223989513.1
OG0001748	WP_035153604.1	WP_223986026.1
OG0001749	WP_035153614.1	WP_224174745.1
OG0001750	WP_035153634.1	WP_223980690.1
OG0001751	WP_035153643.1	WP_223987067.1
OG0001752	WP_035153645.1	WP_223989907.1
OG0001753	WP_035153647.1	WP_223983666.1
OG0001754	WP_035153649.1	WP_223983668.1
OG0001755	WP_035153656.1	WP_224177943.1
OG0001756	WP_035153657.1	WP_223975614.1
OG0001757	WP_035153659.1	WP_223975612.1
OG0001758	WP_035153660.1	WP_223975610.1
OG0001759	WP_035153663.1	WP_223975564.1
OG0001760	WP_035153664.1	WP_019492961.1
OG0001761	WP_035153666.1	WP_223975562.1
OG0001762	WP_035153667.1	WP_073617689.1
OG0001763	WP_035153669.1	WP_223991168.1
OG0001764	WP_035153670.1	WP_224177947.1
OG0001765	WP_035153672.1	WP_224177948.1
OG0001766	WP_035153676.1	WP_223986028.1
OG0001767	WP_035153678.1	WP_223986027.1
OG0001768	WP_035153686.1	WP_224178717.1
OG0001769	WP_035153688.1	WP_127081800.1
OG0001770	WP_035153689.1	WP_224178716.1
OG0001771	WP_035153699.1	WP_224176856.1
OG0001772	WP_035153703.1	WP_223981110.1
OG0001773	WP_035153705.1	WP_223981107.1
OG0001774	WP_035153708.1	WP_223981091.1
OG0001775	WP_035153716.1	WP_223986024.1
OG0001776	WP_035153739.1	WP_224179545.1
OG0001777	WP_035153744.1	WP_223976502.1
OG0001778	WP_035153746.1	WP_223976500.1
OG0001779	WP_035153751.1	WP_223982955.1
OG0001780	WP_035153761.1	WP_223980306.1
OG0001781	WP_035153762.1	WP_223980329.1
OG0001782	WP_035153764.1	WP_224177074.1
OG0001783	WP_035153795.1	WP_224178870.1
OG0001784	WP_035153811.1	WP_127086783.1
OG0001785	WP_035153813.1	WP_223981057.1
OG0001786	WP_035153815.1	WP_223981060.1
OG0001787	WP_035153819.1	WP_223981066.1
OG0001788	WP_035153820.1	WP_127086778.1
OG0001789	WP_035153822.1	WP_019494379.1
OG0001790	WP_035153824.1	WP_224177159.1
OG0001791	WP_035153837.1	WP_224179571.1
OG0001792	WP_035153839.1	WP_224177207.1
OG0001793	WP_035153841.1	WP_224177220.1
OG0001794	WP_035153843.1	WP_223986827.1
OG0001795	WP_035153847.1	WP_223986834.1
OG0001796	WP_035153850.1	WP_224177037.1
OG0001797	WP_035153852.1	WP_224177038.1
OG0001798	WP_035153854.1	WP_127080139.1
OG0001799	WP_035153857.1	WP_224175149.1
OG0001800	WP_035153859.1	WP_224175150.1
OG0001801	WP_035153861.1	WP_224175153.1
OG0001802	WP_035153863.1	WP_223972877.1
OG0001803	WP_035153866.1	WP_224175158.1
OG0001804	WP_035153869.1	WP_223974773.1
OG0001805	WP_035153899.1	WP_223976650.1
OG0001806	WP_035153910.1	WP_223989991.1
OG0001807	WP_035153921.1	WP_224177888.1
OG0001808	WP_035159010.1, WP_035153937.1	WP_223989985.1
OG0001809	WP_035153940.1	WP_223974775.1
OG0001810	WP_035153942.1	WP_224178111.1
OG0001811	WP_035153944.1	WP_223974786.1
OG0001812	WP_035153946.1	WP_223988224.1
OG0001813	WP_035153950.1	WP_127086597.1
OG0001814	WP_035153952.1	WP_223988235.1
OG0001815	WP_035153955.1	WP_224175160.1
OG0001816	WP_035153957.1	WP_224177155.1
OG0001817	WP_035153958.1	WP_223981039.1
OG0001818	WP_035153959.1	WP_224177153.1
OG0001819	WP_035153963.1	WP_224177152.1
OG0001820	WP_035153964.1	WP_224178785.1
OG0001821	WP_035153966.1	WP_224178786.1
OG0001822	WP_035153970.1	WP_224175169.1
OG0001823	WP_035153974.1	WP_224176662.1
OG0001824	WP_035153978.1	WP_223987679.1
OG0001825	WP_035153982.1	WP_026093431.1
OG0001826	WP_035153985.1	WP_224175602.1
OG0001827	WP_035153986.1	WP_224179666.1
OG0001828	WP_035153998.1, WP_035153991.1	WP_223990129.1
OG0001829	WP_035154001.1	WP_223974699.1
OG0001830	WP_035154012.1	WP_223981942.1
OG0001831	WP_035154018.1	WP_223974731.1
OG0001832	WP_035154020.1	WP_224179234.1
OG0001833	WP_035154022.1	WP_223978209.1
OG0001834	WP_035154024.1	WP_223978207.1
OG0001835	WP_035154029.1	WP_224174690.1
OG0001836	WP_035154031.1	WP_224174689.1
OG0001837	WP_035154035.1	WP_224176350.1
OG0001838	WP_035154039.1	WP_224176351.1
OG0001839	WP_035154043.1	WP_223990021.1
OG0001840	WP_035154046.1	WP_223990023.1
OG0001841	WP_035154048.1	WP_073616602.1
OG0001842	WP_035154050.1	WP_223990025.1
OG0001843	WP_035154054.1	WP_223990029.1
OG0001844	WP_035154056.1	WP_224175551.1
OG0001845	WP_035154058.1	WP_224175552.1
OG0001846	WP_035154065.1, WP_082127247.1	WP_224178026.1
OG0001847	WP_035154067.1	WP_224175162.1
OG0001848	WP_035154069.1	WP_073617862.1
OG0001849	WP_035154071.1	WP_019494389.1
OG0001850	WP_035154073.1	WP_127086787.1
OG0001851	WP_035154075.1	WP_127084143.1
OG0001852	WP_035154079.1	WP_224174059.1
OG0001853	WP_035154087.1	WP_223986476.1
OG0001854	WP_035154089.1	WP_223986479.1
OG0001856	WP_035154100.1	WP_224178420.1
OG0001857	WP_035154105.1	WP_223982004.1
OG0001858	WP_035154112.1	WP_224177276.1
OG0001859	WP_035154113.1	WP_224177275.1
OG0001860	WP_035154115.1	WP_223976895.1
OG0001861	WP_035154117.1	WP_223981716.1
OG0001862	WP_035154124.1	WP_223982456.1
OG0001863	WP_035154126.1	WP_224177327.1
OG0001864	WP_035154128.1	WP_224177147.1
OG0001865	WP_035154130.1	WP_224177146.1
OG0001866	WP_035154134.1	WP_223980943.1
OG0001867	WP_035154137.1	WP_223991471.1
OG0001868	WP_035154138.1	WP_223971324.1
OG0001869	WP_035154143.1	WP_224174634.1
OG0001870	WP_035154145.1	WP_224174641.1
OG0001871	WP_035154147.1	WP_224178718.1
OG0001872	WP_035154151.1	WP_224174643.1
OG0001873	WP_035154152.1	WP_223987725.1
OG0001874	WP_035154153.1	WP_223973357.1
OG0001875	WP_035154155.1	WP_224177794.1
OG0001876	WP_035154157.1	WP_224177330.1
OG0001877	WP_035154160.1	WP_127082708.1, WP_223974298.1
OG0001878	WP_035154161.1	WP_224175145.1
OG0001879	WP_035154166.1	WP_223977277.1
OG0001880	WP_035154174.1	WP_127086995.1
OG0001881	WP_035154176.1	WP_223973761.1
OG0001882	WP_035154178.1	WP_223973762.1
OG0001883	WP_035154180.1	WP_223973763.1
OG0001884	WP_035154185.1	WP_224175530.1
OG0001885	WP_035154187.1	WP_224177540.1
OG0001886	WP_035154197.1	WP_223986864.1
OG0001887	WP_035154199.1	WP_223986861.1
OG0001888	WP_035154213.1	WP_223976660.1
OG0001889	WP_035154216.1	WP_224177223.1
OG0001890	WP_035154218.1	WP_223971010.1
OG0001891	WP_035154220.1	WP_224174235.1
OG0001892	WP_035154224.1	WP_223973558.1
OG0001893	WP_035154228.1	WP_223971042.1
OG0001894	WP_035154232.1	WP_223971045.1
OG0001895	WP_035154234.1	WP_224176609.1
OG0001896	WP_035154235.1	WP_223976152.1
OG0001897	WP_035154245.1	WP_224177689.1
OG0001898	WP_035154247.1	WP_224175144.1
OG0001899	WP_035154249.1	WP_223991145.1
OG0001900	WP_035154253.1	WP_223982934.1
OG0001901	WP_035154255.1	WP_224179962.1, WP_224175767.1, WP_224178422.1
OG0001902	WP_035154259.1	WP_224178424.1
OG0001903	WP_035154261.1	WP_223976043.1
OG0001904	WP_035154265.1	WP_223976027.1
OG0001905	WP_035154268.1	WP_019493673.1
OG0001906	WP_035154275.1	WP_224177160.1
OG0001907	WP_035154277.1	WP_223981082.1
OG0001908	WP_035154280.1	WP_223981079.1
OG0001909	WP_035154281.1	WP_223981071.1
OG0001910	WP_035154282.1	WP_223990646.1
OG0001911	WP_035154284.1	WP_223990644.1
OG0001912	WP_035154285.1	WP_223990642.1
OG0001913	WP_035154289.1	WP_073620025.1
OG0001914	WP_035154294.1	WP_223990634.1
OG0001915	WP_035154295.1	WP_223990631.1
OG0001916	WP_035154297.1	WP_026093584.1
OG0001917	WP_035154298.1	WP_224176425.1
OG0001918	WP_035154299.1	WP_223990629.1
OG0001919	WP_035154300.1	WP_223990627.1
OG0001920	WP_035154302.1	WP_223980347.1
OG0001921	WP_035154303.1	WP_224177077.1
OG0001922	WP_035154305.1	WP_224177076.1
OG0001923	WP_035154306.1	WP_019494517.1
OG0001924	WP_035154307.1	WP_019494518.1
OG0001925	WP_035154309.1	WP_223980341.1
OG0001926	WP_035154313.1	WP_224177075.1
OG0001927	WP_035154316.1	WP_223972507.1
OG0001928	WP_035154319.1	WP_224175004.1
OG0001929	WP_035154329.1	WP_223972498.1
OG0001930	WP_035154331.1	WP_224175002.1
OG0001931	WP_035154332.1	WP_224175001.1
OG0001932	WP_035154334.1	WP_224174012.1
OG0001933	WP_035154345.1	WP_223986011.1
OG0001934	WP_035154347.1	WP_224174013.1
OG0001935	WP_035154350.1	WP_224176426.1
OG0001936	WP_035154352.1	WP_224176427.1
OG0001937	WP_035154359.1	WP_223975410.1
OG0001938	WP_035154360.1	WP_224177962.1
OG0001939	WP_035154362.1	WP_224177960.1
OG0001940	WP_035154364.1	WP_223975433.1
OG0001941	WP_035154369.1	WP_224174766.1
OG0001942	WP_035154371.1	WP_026093008.1
OG0001943	WP_035154377.1	WP_224177543.1
OG0001944	WP_035154378.1	WP_224179364.1
OG0001945	WP_035154382.1	WP_224176428.1
OG0001946	WP_035154383.1	WP_224176206.1
OG0001947	WP_035154385.1	WP_224176207.1
OG0001948	WP_035154389.1	WP_223978987.1
OG0001949	WP_035154391.1	WP_224176208.1
OG0001950	WP_035154419.1	WP_223987198.1
OG0001951	WP_035154425.1	WP_223987193.1
OG0001952	WP_035154428.1	WP_224177318.1
OG0001953	WP_035154430.1	WP_223982358.1
OG0001954	WP_035154432.1	WP_223982361.1
OG0001955	WP_035154434.1	WP_223982378.1
OG0001956	WP_035154437.1	WP_224177320.1
OG0001957	WP_035154439.1	WP_224179357.1
OG0001958	WP_035154441.1	WP_224177935.1
OG0001959	WP_035154443.1	WP_223973212.1
OG0001960	WP_035154445.1	WP_224177683.1
OG0001961	WP_035154448.1	WP_223987333.1
OG0001962	WP_035154452.1	WP_224175566.1
OG0001963	WP_035154456.1	WP_223972570.1
OG0001964	WP_035154458.1	WP_224175018.1
OG0001965	WP_035154463.1	WP_223975666.1
OG0001966	WP_035154465.1	WP_224177941.1
OG0001967	WP_035154469.1	WP_223975654.1
OG0001968	WP_035154471.1	WP_223975652.1
OG0001969	WP_035154475.1	WP_073617668.1
OG0001970	WP_035154477.1	WP_223975636.1
OG0001971	WP_035154479.1	WP_224177942.1
OG0001972	WP_035154481.1	WP_127081482.1
OG0001973	WP_035154483.1	WP_127081481.1
OG0001974	WP_035154495.1	WP_224177186.1
OG0001975	WP_035154500.1	WP_224177185.1
OG0001976	WP_035154502.1	WP_223981347.1
OG0001977	WP_035154507.1	WP_224177182.1
OG0001978	WP_035154508.1	WP_223981318.1
OG0001979	WP_035154509.1	WP_019494321.1
OG0001980	WP_035154510.1	WP_224179505.1
OG0001981	WP_035154511.1	WP_073617805.1
OG0001982	WP_035154512.1	WP_223973083.1
OG0001983	WP_035154514.1	WP_019489390.1
OG0001984	WP_035154515.1	WP_224175262.1
OG0001985	WP_035154516.1	WP_224174462.1
OG0001986	WP_035154518.1	WP_224175555.1
OG0001987	WP_035154519.1	WP_224175556.1
OG0001989	WP_035154523.1	WP_073618030.1
OG0001990	WP_035154528.1	WP_224179605.1
OG0001991	WP_035154529.1	WP_127086977.1
OG0001992	WP_035154530.1	WP_224178796.1
OG0001993	WP_035154535.1	WP_224178805.1
OG0001994	WP_035154540.1	WP_223973500.1
OG0001995	WP_035154542.1	WP_223985984.1
OG0001996	WP_035154546.1	WP_224176847.1, WP_224178551.1
OG0001997	WP_035154547.1	WP_224176849.1
OG0001998	WP_035154549.1	WP_224177096.1
OG0001999	WP_035154551.1	WP_224177097.1
OG0002000	WP_035154552.1	WP_223980533.1
OG0002001	WP_035154558.1	WP_223978786.1
OG0002002	WP_035154560.1	WP_224176055.1
OG0002003	WP_035154561.1	WP_223978627.1
OG0002004	WP_035154563.1	WP_223978629.1
OG0002005	WP_035154568.1	WP_224178479.1
OG0002006	WP_035154571.1	WP_019490775.1
OG0002007	WP_035154573.1	WP_224179484.1
OG0002008	WP_035154575.1	WP_223985595.1
OG0002009	WP_035154577.1	WP_224179483.1
OG0002010	WP_035154584.1	WP_224177544.1
OG0002011	WP_035154588.1	WP_223976417.1
OG0002012	WP_035154589.1	WP_223976415.1
OG0002013	WP_035154591.1	WP_223976411.1
OG0002014	WP_035154592.1	WP_224177547.1
OG0002015	WP_035154593.1	WP_224174790.1
OG0002016	WP_035158102.1, WP_035154596.1	WP_223987126.1
OG0002017	WP_035154598.1	WP_224175094.1
OG0002018	WP_035154600.1	WP_223972758.1
OG0002019	WP_035154601.1	WP_223972759.1
OG0002020	WP_035154603.1	WP_224175095.1
OG0002021	WP_035154605.1	WP_224175471.1
OG0002022	WP_035154613.1	WP_224174696.1
OG0002023	WP_035154615.1	WP_224178038.1
OG0002024	WP_035154619.1	WP_223977356.1
OG0002025	WP_035154620.1	WP_223977354.1
OG0002026	WP_035154632.1	WP_223978726.1
OG0002027	WP_035154633.1	WP_224177480.1
OG0002028	WP_035154634.1	WP_019492237.1
OG0002029	WP_035154635.1	WP_223975006.1
OG0002030	WP_035154638.1	WP_223975157.1
OG0002031	WP_035154641.1	WP_223972567.1
OG0002032	WP_035154642.1	WP_224175331.1
OG0002033	WP_035154645.1	WP_127085582.1
OG0002034	WP_035154647.1	WP_223990705.1
OG0002035	WP_035154648.1	WP_223977658.1
OG0002036	WP_035154653.1	WP_224179211.1
OG0002037	WP_035154654.1	WP_019491173.1
OG0002038	WP_035154655.1	WP_223986236.1
OG0002039	WP_035154656.1	WP_223981836.1
OG0002040	WP_035154657.1	WP_224177260.1
OG0002041	WP_035154662.1	WP_224175034.1
OG0002042	WP_035154668.1	WP_019492689.1
OG0002043	WP_035154675.1	WP_224176974.1
OG0002044	WP_035154685.1	WP_224178703.1, WP_224176043.1
OG0002045	WP_035154686.1	WP_224176973.1
OG0002046	WP_035154688.1	WP_015197276.1
OG0002047	WP_035154690.1	WP_223990445.1
OG0002048	WP_035154694.1	WP_223990599.1
OG0002049	WP_035154700.1	WP_224175604.1
OG0002050	WP_035154702.1	WP_223978318.1
OG0002051	WP_035154703.1	WP_223978317.1
OG0002052	WP_035154704.1	WP_223978316.1
OG0002053	WP_035154705.1	WP_127082369.1
OG0002054	WP_035154706.1	WP_224176595.1
OG0002055	WP_035154707.1	WP_224177926.1
OG0002056	WP_035154708.1	WP_224178400.1
OG0002057	WP_035154709.1	WP_224178401.1
OG0002058	WP_035154712.1	WP_224174850.1
OG0002059	WP_035154713.1	WP_224174851.1
OG0002060	WP_035154777.1	WP_223990466.1
OG0002061	WP_035154779.1	WP_223990464.1
OG0002062	WP_035154782.1	WP_223990462.1
OG0002063	WP_035154790.1	WP_223990460.1
OG0002064	WP_035154793.1	WP_223990458.1
OG0002065	WP_035154803.1	WP_223975602.1
OG0002066	WP_035154806.1	WP_019492953.1
OG0002067	WP_035154808.1	WP_223975594.1
OG0002068	WP_035154811.1	WP_224177946.1
OG0002069	WP_035154813.1	WP_223975590.1
OG0002070	WP_035154818.1	WP_223975139.1
OG0002071	WP_035154821.1	WP_223975145.1
OG0002072	WP_035154827.1	WP_224177945.1
OG0002073	WP_035154828.1	WP_224175033.1
OG0002074	WP_035154830.1	WP_223972591.1
OG0002075	WP_035154832.1	WP_223972590.1
OG0002076	WP_035154836.1	WP_224179618.1
OG0002077	WP_035154840.1	WP_223975310.1
OG0002078	WP_035154842.1	WP_223989370.1
OG0002079	WP_035154848.1	WP_224177639.1
OG0002080	WP_035154850.1	WP_223978363.1
OG0002082	WP_035154871.1	WP_223980066.1
OG0002083	WP_035154877.1	WP_223982937.1, WP_224176733.1
OG0002084	WP_035154883.1	WP_224178803.1
OG0002085	WP_035154885.1	WP_223988159.1
OG0002086	WP_035154889.1	WP_223988161.1
OG0002087	WP_035154891.1	WP_223985929.1
OG0002088	WP_035154892.1	WP_019490626.1
OG0002089	WP_035154896.1	WP_223985927.1
OG0002090	WP_035154913.1	WP_224177061.1, WP_223981166.1
OG0002091	WP_035154916.1	WP_224177170.1
OG0002092	WP_035154920.1	WP_224177169.1
OG0002093	WP_035154922.1	WP_223981163.1
OG0002094	WP_035154931.1	WP_224177166.1
OG0002095	WP_035154934.1	WP_224177165.1
OG0002096	WP_035154940.1	WP_224177164.1
OG0002097	WP_035154945.1	WP_224176185.1
OG0002098	WP_035154947.1	WP_224176187.1
OG0002099	WP_035154951.1	WP_224174795.1
OG0002100	WP_035154953.1	WP_223977945.1
OG0002101	WP_035154965.1	WP_223990648.1
OG0002102	WP_035154970.1	WP_223972737.1
OG0002103	WP_035154974.1	WP_224179644.1
OG0002104	WP_035154977.1	WP_223972736.1
OG0002105	WP_035154980.1	WP_223973717.1
OG0002106	WP_035154985.1	WP_223976046.1
OG0002107	WP_035154988.1	WP_224178414.1
OG0002108	WP_035154991.1	WP_223973675.1
OG0002109	WP_035154997.1	WP_224177055.1
OG0002110	WP_035154999.1	WP_223982655.1
OG0002111	WP_035155002.1	WP_224177058.1
OG0002112	WP_035155013.1	WP_073622738.1
OG0002113	WP_035155016.1	WP_223973508.1
OG0002114	WP_035155019.1	WP_223973509.1
OG0002115	WP_035155022.1	WP_223973510.1
OG0002116	WP_035155025.1	WP_223976080.1
OG0002117	WP_035155028.1	WP_223974059.1
OG0002118	WP_035155045.1	WP_224178257.1
OG0002119	WP_035155048.1	WP_223974073.1
OG0002120	WP_035155050.1	WP_223974075.1
OG0002121	WP_035155052.1	WP_073618679.1
OG0002122	WP_035155057.1	WP_224178256.1
OG0002123	WP_035155067.1	WP_223990050.1
OG0002124	WP_035155078.1	WP_019495718.1
OG0002125	WP_035155081.1	WP_223990060.1
OG0002126	WP_035155084.1	WP_224177324.1
OG0002127	WP_035155087.1	WP_223982431.1
OG0002128	WP_035155092.1	WP_223982434.1
OG0002129	WP_035155095.1	WP_073619304.1
OG0002130	WP_035155098.1	WP_223982441.1
OG0002131	WP_035155101.1	WP_073619306.1
OG0002132	WP_035155104.1	WP_223982444.1
OG0002133	WP_035155106.1	WP_224178772.1
OG0002134	WP_035155113.1	WP_223989494.1
OG0002135	WP_035155114.1	WP_224174700.1
OG0002136	WP_035155116.1	WP_223972565.1
OG0002137	WP_035155118.1	WP_019490100.1
OG0002138	WP_035155121.1	WP_019490099.1
OG0002139	WP_035155123.1	WP_223972563.1
OG0002140	WP_035155126.1	WP_223972561.1
OG0002141	WP_035155128.1	WP_224177592.1
OG0002142	WP_035155137.1	WP_224177211.1
OG0002143	WP_035155146.1	WP_224177213.1
OG0002144	WP_035155147.1	WP_223981507.1
OG0002145	WP_035155151.1	WP_026093429.1
OG0002146	WP_035155153.1	WP_224177214.1
OG0002147	WP_035155155.1	WP_223971305.1
OG0002148	WP_035155160.1	WP_224179558.1
OG0002149	WP_035155172.1	WP_224175097.1
OG0002150	WP_035155190.1	WP_223987292.1
OG0002151	WP_035155191.1	WP_223987294.1
OG0002152	WP_035155192.1	WP_224177761.1
OG0002153	WP_035155193.1	WP_223972379.1
OG0002154	WP_035155194.1	WP_127086442.1
OG0002155	WP_035155195.1	WP_223972382.1
OG0002156	WP_035155197.1	WP_223972383.1
OG0002157	WP_035155198.1	WP_224179632.1
OG0002158	WP_035155199.1	WP_019489174.1
OG0002159	WP_035155205.1	WP_224175132.1
OG0002160	WP_035155207.1	WP_224175131.1
OG0002161	WP_035155220.1	WP_223978239.1
OG0002162	WP_035155223.1	WP_223978238.1
OG0002163	WP_035155234.1	WP_224175505.1
OG0002164	WP_035155237.1	WP_223978090.1
OG0002165	WP_035155240.1	WP_224175434.1
OG0002166	WP_035155259.1	WP_223987029.1
OG0002167	WP_035155261.1	WP_223976634.1
OG0002168	WP_035155263.1	WP_019494198.1
OG0002169	WP_035155267.1	WP_223977943.1
OG0002170	WP_035155278.1	WP_223976627.1
OG0002171	WP_035155282.1	WP_223976594.1
OG0002172	WP_035155284.1	WP_223976592.1
OG0002173	WP_035155292.1	WP_224177494.1
OG0002174	WP_035155303.1	WP_224177495.1
OG0002175	WP_035155305.1	WP_223981674.1
OG0002176	WP_035155307.1	WP_223981671.1
OG0002177	WP_035155309.1	WP_223981668.1
OG0002178	WP_035155313.1	WP_223981662.1
OG0002179	WP_035155315.1	WP_073617869.1
OG0002180	WP_035155318.1	WP_223981659.1
OG0002181	WP_035155320.1	WP_223985053.1
OG0002182	WP_035155327.1	WP_223971778.1
OG0002183	WP_035155329.1	WP_224179633.1
OG0002184	WP_035155337.1	WP_224175015.1
OG0002185	WP_035155342.1	WP_223987747.1
OG0002186	WP_035155368.1	WP_223978099.1
OG0002187	WP_035155370.1	WP_073621768.1
OG0002188	WP_035155373.1	WP_223988153.1
OG0002189	WP_035155376.1	WP_223988155.1
OG0002190	WP_035155387.1	WP_224179359.1
OG0002191	WP_035155400.1	WP_223982412.1
OG0002192	WP_035155402.1	WP_223971007.1
OG0002193	WP_035155410.1	WP_224174233.1
OG0002194	WP_035155420.1	WP_223970877.1
OG0002195	WP_035155422.1	WP_223976694.1
OG0002196	WP_035155424.1	WP_223972741.1
OG0002197	WP_035155441.1	WP_224178049.1
OG0002198	WP_035155459.1	WP_223991362.1
OG0002199	WP_035155485.1	WP_224179476.1
OG0002200	WP_035155488.1	WP_026092971.1
OG0002201	WP_035155491.1	WP_223985547.1
OG0002202	WP_035155494.1	WP_223974695.1
OG0002203	WP_035155497.1	WP_223980539.1
OG0002204	WP_035155503.1	WP_224177555.1
OG0002205	WP_035155505.1	WP_223976350.1
OG0002206	WP_035155520.1	WP_223978021.1
OG0002207	WP_035155523.1	WP_223978023.1
OG0002208	WP_035155534.1	WP_224174812.1
OG0002209	WP_035155541.1	WP_223972424.1
OG0002210	WP_035155555.1	WP_224174818.1
OG0002211	WP_035155557.1	WP_224174819.1
