Orthogroup	336-3	NIES-267	NIES-3974	NIES-4071	NIES-4105	PCC_6303	PCC_7716
OG0012405							WP_224176603.1
OG0012406							WP_224176604.1
OG0012407							WP_224176616.1
OG0012408							WP_224176631.1
OG0012409							WP_224176644.1
OG0012410							WP_224176645.1
OG0012411							WP_224176694.1
OG0012412							WP_224176698.1
OG0012413							WP_224176705.1
OG0012414							WP_224176709.1
OG0012415							WP_224176713.1
OG0012416							WP_224176716.1
OG0012417							WP_224176718.1
OG0012418							WP_224176725.1
OG0012419							WP_224176747.1
OG0012420							WP_224176749.1
OG0012421							WP_224176779.1
OG0012422							WP_224176791.1
OG0012423							WP_224176795.1
OG0012424							WP_224176802.1
OG0012425							WP_224176810.1
OG0012426							WP_224176826.1
OG0012427							WP_224176829.1
OG0012428							WP_224176833.1
OG0012429							WP_224176843.1
OG0012430							WP_224176854.1
OG0012431							WP_224176867.1
OG0012432							WP_224176870.1
OG0012433							WP_224176871.1
OG0012434							WP_224176872.1
OG0012435							WP_224176878.1
OG0012436							WP_224176882.1
OG0012437							WP_224176886.1
OG0012438							WP_224176892.1
OG0012439							WP_224176901.1
OG0012440							WP_224176931.1
OG0012441							WP_224176955.1
OG0012442							WP_224176986.1
OG0012443							WP_224177002.1
OG0012444							WP_224177025.1
OG0012445							WP_224177033.1
OG0012446							WP_224177034.1
OG0012447							WP_224177047.1
OG0012448							WP_224177072.1
OG0012449							WP_224177105.1
OG0012450							WP_224177107.1
OG0012451							WP_224177114.1
OG0012452							WP_224177141.1
OG0012453							WP_224177142.1
OG0012454							WP_224177154.1
OG0012455							WP_224177171.1
OG0012456							WP_224177183.1
OG0012457							WP_224177196.1
OG0012458							WP_224177197.1
OG0012459							WP_224177198.1
OG0012460							WP_224177203.1
OG0012461							WP_224177204.1
OG0012462							WP_224177205.1
OG0012463							WP_224177231.1
OG0012464							WP_224177234.1
OG0012465							WP_224177258.1
OG0012466							WP_224177280.1
OG0012467							WP_224177309.1
OG0012468							WP_224177342.1
OG0012469							WP_224177359.1
OG0012470							WP_224177379.1
OG0012471							WP_224177390.1
OG0012472							WP_224177391.1
OG0012473							WP_224177394.1
OG0012474							WP_224177396.1
OG0012475							WP_224177402.1
OG0012476							WP_224177403.1
OG0012477							WP_224177408.1
OG0012478							WP_224177413.1
OG0012479							WP_224177435.1
OG0012480							WP_224177440.1
OG0012481							WP_224177444.1
OG0012482							WP_224177462.1
OG0012483							WP_224177464.1
OG0012484							WP_224177474.1
OG0012485							WP_224177482.1
OG0012486							WP_224177487.1
OG0012487							WP_224177490.1
OG0012488							WP_224177510.1
OG0012489							WP_224177511.1
OG0012490							WP_224177514.1
OG0012491							WP_224177515.1
OG0012492							WP_224177516.1
OG0012493							WP_224177533.1
OG0012494							WP_224177578.1
OG0012495							WP_224177678.1
OG0012496							WP_224177685.1
OG0012497							WP_224177714.1
OG0012498							WP_224177715.1
OG0012499							WP_224177722.1
OG0012500							WP_224177738.1
OG0012501							WP_224177746.1
OG0012502							WP_224177826.1
OG0012503							WP_224177842.1
OG0012504							WP_224177881.1
OG0012505							WP_224177886.1
OG0012506							WP_224177890.1
OG0012507							WP_224177891.1
OG0012508							WP_224177904.1
OG0012509							WP_224177909.1
OG0012510							WP_224177934.1
OG0012511							WP_224177970.1
OG0012512							WP_224177986.1
OG0012513							WP_224177989.1
OG0012514							WP_224178007.1
OG0012515							WP_224178008.1
OG0012516							WP_224178009.1
OG0012517							WP_224178011.1
OG0012518							WP_224178015.1
OG0012519							WP_224178045.1
OG0012520							WP_224178053.1
OG0012521							WP_224178068.1
OG0012522							WP_224178084.1
OG0012523							WP_224178110.1
OG0012524							WP_224178125.1
OG0012525							WP_224178128.1
OG0012526							WP_224178162.1
OG0012527							WP_224178187.1
OG0012528							WP_224178206.1
OG0012529							WP_224178211.1
OG0012530							WP_224178213.1
OG0012531							WP_224178242.1
OG0012532							WP_224178295.1
OG0012533							WP_224178305.1
OG0012534							WP_224178308.1
OG0012535							WP_224178332.1
OG0012536							WP_224178368.1
OG0012537							WP_224178370.1
OG0012538							WP_224178375.1
OG0012539							WP_224178376.1
OG0012540							WP_224178403.1
OG0012541							WP_224178410.1
OG0012542							WP_224178429.1
OG0012543							WP_224178444.1
OG0012544							WP_224178457.1
OG0012545							WP_224178473.1
OG0012546							WP_224178519.1
OG0012547							WP_224178522.1
OG0012548							WP_224178527.1
OG0012549							WP_224178528.1
OG0012550							WP_224178539.1
OG0012551							WP_224178540.1
OG0012552							WP_224178541.1
OG0012553							WP_224178550.1
OG0012554							WP_224178553.1
OG0012555							WP_224178556.1
OG0012556							WP_224178557.1
OG0012557							WP_224178559.1
OG0012558							WP_224178563.1
OG0012559							WP_224178566.1
OG0012560							WP_224178572.1
OG0012561							WP_224178583.1
OG0012562							WP_224178584.1
OG0012563							WP_224178586.1
OG0012564							WP_224178590.1
OG0012565							WP_224178591.1
OG0012566							WP_224178592.1
OG0012567							WP_224178593.1
OG0012568							WP_224178648.1
OG0012569							WP_224178657.1
OG0012570							WP_224178658.1
OG0012571							WP_224178659.1
OG0012572							WP_224178678.1
OG0012573							WP_224178692.1
OG0012574							WP_224178693.1
OG0012575							WP_224178696.1
OG0012576							WP_224178713.1
OG0012577							WP_224178754.1
OG0012578							WP_224178756.1
OG0012579							WP_224178758.1
OG0012580							WP_224178759.1
OG0012581							WP_224178768.1
OG0012582							WP_224178825.1
OG0012583							WP_224178834.1
OG0012584							WP_224178840.1
OG0012585							WP_224178844.1
OG0012586							WP_224178851.1
OG0012587							WP_224178853.1
OG0012588							WP_224178859.1
OG0012589							WP_224178886.1
OG0012590							WP_224178887.1
OG0012591							WP_224178889.1
OG0012592							WP_224178890.1
OG0012593							WP_224178893.1
OG0012594							WP_224178906.1
OG0012595							WP_224178934.1
OG0012596							WP_224178942.1
OG0012597							WP_224178943.1
OG0012598							WP_224178968.1
OG0012599							WP_224178990.1
OG0012600							WP_224178991.1
OG0012601							WP_224178992.1
OG0012602							WP_224178999.1
OG0012603							WP_224179000.1
OG0012604							WP_224179008.1
OG0012605							WP_224179012.1
OG0012606							WP_224179023.1
OG0012607							WP_224179029.1
OG0012608							WP_224179032.1
OG0012609							WP_224179045.1
OG0012610							WP_224179076.1
OG0012611							WP_224179077.1
OG0012612							WP_224179085.1
OG0012613							WP_224179087.1
OG0012614							WP_224179090.1
OG0012615							WP_224179093.1
OG0012616							WP_224179095.1
OG0012617							WP_224179097.1
OG0012618							WP_224179113.1
OG0012619							WP_224179116.1
OG0012620							WP_224179126.1
OG0012621							WP_224179127.1
OG0012622							WP_224179128.1
OG0012623							WP_224179129.1
OG0012624							WP_224179130.1
OG0012625							WP_224179132.1
OG0012626							WP_224179133.1
OG0012627							WP_224179134.1
OG0012628							WP_224179137.1
OG0012629							WP_224179141.1
OG0012630							WP_224179144.1
OG0012631							WP_224179172.1
OG0012632							WP_224179189.1
OG0012633							WP_224179233.1
OG0012634							WP_224179254.1
OG0012635							WP_224179295.1
OG0012636							WP_224179298.1
OG0012637							WP_224179323.1
OG0012638							WP_224179324.1
OG0012639							WP_224179331.1
OG0012640							WP_224179351.1
OG0012641							WP_224179374.1
OG0012642							WP_224179376.1
OG0012643							WP_224179403.1
OG0012644							WP_224179434.1
OG0012645							WP_224179439.1
OG0012646							WP_224179450.1
OG0012647							WP_224179451.1
OG0012648							WP_224179452.1
OG0012649							WP_224179453.1
OG0012650							WP_224179454.1
OG0012651							WP_224179455.1
OG0012652							WP_224179456.1
OG0012653							WP_224179457.1
OG0012654							WP_224179458.1
OG0012655							WP_224179473.1
OG0012656							WP_224179509.1
OG0012657							WP_224179528.1
OG0012658							WP_224179547.1
OG0012659							WP_224179551.1
OG0012660							WP_224179555.1
OG0012661							WP_224179590.1
OG0012662							WP_224179625.1
OG0012663							WP_224179670.1
OG0012664							WP_224179689.1
OG0012665							WP_224179704.1
OG0012666							WP_224179721.1
OG0012667							WP_224179733.1
OG0012668							WP_224179741.1
OG0012669							WP_224179745.1
OG0012670							WP_224179746.1
OG0012671							WP_224179748.1
OG0012672							WP_224179751.1
OG0012673							WP_224179758.1
OG0012674							WP_224179759.1
OG0012675							WP_224179760.1
OG0012676							WP_224179771.1
OG0012677							WP_224179777.1
OG0012678							WP_224179780.1
OG0012679							WP_224179781.1
OG0012680							WP_224179790.1
OG0012681							WP_224179791.1
OG0012682							WP_224179796.1
OG0012683							WP_224179798.1
OG0012684							WP_224179800.1
OG0012685							WP_224179801.1
OG0012686							WP_224179804.1
OG0012687							WP_224179806.1
OG0012688							WP_224179810.1
OG0012689							WP_224179812.1
OG0012690							WP_224179815.1
OG0012691							WP_224179819.1
OG0012692							WP_224179858.1
OG0012693							WP_224179865.1
OG0012694							WP_224179868.1
OG0012695							WP_224179875.1
OG0012696							WP_224179876.1
OG0012697							WP_224179877.1
OG0012698							WP_224179883.1
OG0012699							WP_224179887.1
OG0012700							WP_224179889.1
OG0012701							WP_224179896.1
OG0012702							WP_224179901.1
OG0012703							WP_224179909.1
OG0012704							WP_224179910.1
OG0012705							WP_224179911.1
OG0012706							WP_224179914.1
OG0012707							WP_224179915.1
OG0012708							WP_224179917.1
OG0012709							WP_224179922.1
OG0012710							WP_224179923.1
OG0012711							WP_224179924.1
OG0012712							WP_224179925.1
OG0012713							WP_224179926.1
OG0012714							WP_224179932.1
OG0012715							WP_224179939.1
OG0012716							WP_224179944.1
OG0012717							WP_224179953.1
OG0012718							WP_224180000.1
OG0012719							WP_224180002.1
OG0012720							WP_224180006.1
OG0012721							WP_224180008.1
OG0012722							WP_224180011.1
OG0012723							WP_224180017.1
OG0012724							WP_224180018.1
OG0012725							WP_224180021.1
OG0012726							WP_224180024.1
OG0012727							WP_224180025.1
OG0012728							WP_224180026.1
OG0012729							WP_224180027.1
OG0012730							WP_224180031.1
OG0012731							WP_224180032.1
OG0012732							WP_224180035.1
OG0012733							WP_224180037.1
OG0012734							WP_224180038.1
OG0012735							WP_224180051.1
OG0012736							WP_224180053.1
OG0012737							WP_224180068.1
OG0012738							WP_224180074.1
OG0012739							WP_224180084.1
OG0012740							WP_224180090.1
OG0012741							WP_224180091.1
OG0012742							WP_224180093.1
OG0012743							WP_224180094.1
OG0012744							WP_224180096.1
OG0012745							WP_224180097.1
OG0012746							WP_224180098.1
OG0012747							WP_224180100.1
OG0012748							WP_224180111.1
OG0012749							WP_224180112.1
OG0012750							WP_224180132.1
OG0012751							WP_224180135.1
OG0012752							WP_224180158.1
OG0012753							WP_224180160.1
OG0012754							WP_224180161.1
OG0012755							WP_224180180.1
OG0012756							WP_224180181.1
OG0012757							WP_224180183.1
OG0012758							WP_224180185.1
OG0012759							WP_224180186.1
OG0012760							WP_224180189.1
OG0012761							WP_224180192.1
OG0012762							WP_224180194.1
OG0012763							WP_224180199.1
OG0012764							WP_224180208.1
OG0012765							WP_224180209.1
OG0012766							WP_224180210.1
OG0012767							WP_224180212.1
OG0012768							WP_224180217.1
OG0012769							WP_224180221.1
OG0012770							WP_224180228.1
OG0012771							WP_224180232.1
OG0012772							WP_224180236.1
OG0012773							WP_224180256.1
OG0012774							WP_224180265.1
OG0012775							WP_224180266.1
OG0012776							WP_224180268.1
OG0012777							WP_224180269.1
OG0012778							WP_224180271.1
OG0012779							WP_224180273.1
OG0012780							WP_224180274.1
OG0012781							WP_224180287.1
OG0012782							WP_224180295.1
OG0012783							WP_224180298.1
OG0012784							WP_224180305.1
OG0012785							WP_224180314.1
OG0012786							WP_224180317.1
OG0012787							WP_224180318.1
OG0012788							WP_224180323.1
OG0012789							WP_224180339.1
OG0012790							WP_224180351.1
OG0012791							WP_224180353.1
OG0012792							WP_224180359.1
OG0012793							WP_224180365.1
OG0012794							WP_224180386.1
OG0012795							WP_224180388.1
OG0012796							WP_224180389.1
OG0012797							WP_224180393.1
OG0012798							WP_224180404.1
OG0012799							WP_224180405.1
OG0012800							WP_224180406.1
OG0012801							WP_224180408.1
OG0012802							WP_224180409.1
OG0012803							WP_224180410.1
OG0012804							WP_224180413.1
OG0012805							WP_224180414.1
OG0012806							WP_224180416.1
OG0012807							WP_224180428.1
OG0012808							WP_224180429.1
OG0012809							WP_224180430.1
OG0012810							WP_224180443.1
OG0012811							WP_224180457.1
OG0012812							WP_224180458.1
OG0012813							WP_224180459.1
OG0012814							WP_224180470.1
OG0012815							WP_224180473.1
OG0012816							WP_224180479.1
OG0012817							WP_224180480.1
OG0012818							WP_224180481.1
OG0012819							WP_224180482.1
OG0012820							WP_224180486.1
OG0012821							WP_224180488.1
OG0012822							WP_224180489.1
OG0012823							WP_224180507.1
OG0012824							WP_224180508.1
OG0012825							WP_224180523.1
OG0012826							WP_224180527.1
OG0012827							WP_224180528.1
OG0012828							WP_224180529.1
OG0012829							WP_224180531.1
OG0012830							WP_224180532.1
OG0012831							WP_224180533.1
OG0012832							WP_224180535.1
OG0012833							WP_224180536.1
OG0012834							WP_224180537.1
OG0012835							WP_224180543.1
OG0012836							WP_224180544.1
OG0012837							WP_224180546.1
OG0012838							WP_224180547.1
OG0012839							WP_224180551.1
OG0012840							WP_224180552.1
OG0012841							WP_224180553.1
OG0012842							WP_224180555.1
OG0012843							WP_255408202.1
OG0012844							WP_255666181.1
OG0012845							WP_255666258.1
OG0012846							WP_255666274.1
OG0012847							WP_255666278.1
OG0012848							WP_255666289.1
OG0012849							WP_255666293.1
OG0012850							WP_255666302.1
OG0012851							WP_255666321.1
OG0012852							WP_255666322.1
OG0012853							WP_255666343.1
OG0012854							WP_255666359.1
OG0012855							WP_255666362.1
OG0012856							WP_255666364.1
OG0012857							WP_255666366.1
OG0012858							WP_255666469.1
OG0012859							WP_255666472.1
OG0012860							WP_255666483.1
OG0012861							WP_255666484.1
OG0012862							WP_255666485.1
OG0012863							WP_255666523.1
OG0012864							WP_255666529.1
OG0012865							WP_255666543.1
OG0012866							WP_255666545.1
OG0012867							WP_255666547.1
OG0012868							WP_255666551.1
OG0012869							WP_255666552.1
OG0012870							WP_255666555.1
OG0012871							WP_255666557.1
OG0012872							WP_255666560.1
OG0012873							WP_255666576.1
OG0012874							WP_255666604.1
OG0012875							WP_255666633.1
OG0012876							WP_255666639.1
OG0012877							WP_255666645.1
OG0012878							WP_255666656.1
OG0012879							WP_255666714.1
OG0012880							WP_255666741.1
OG0012881							WP_255666758.1
OG0012882							WP_255666771.1
OG0012883							WP_255666782.1
OG0012884							WP_255666784.1
OG0012885							WP_255666789.1
OG0012886							WP_255666791.1
OG0012887							WP_255666799.1
OG0012888							WP_255666812.1
OG0012889							WP_255666821.1
OG0012890							WP_255666822.1
OG0012891							WP_255666845.1
OG0012892							WP_255666854.1
OG0012893							WP_255666862.1
OG0012894							WP_255666912.1
OG0012895							WP_255666914.1
OG0012896							WP_255666915.1
OG0012897							WP_255666920.1
OG0012898							WP_255666924.1
OG0012899							WP_255666955.1
OG0012900							WP_255667484.1
OG0012901							WP_255667682.1
OG0012902							WP_255667683.1
OG0012903							WP_255667684.1
OG0012904							WP_255667685.1
OG0012905							WP_255667686.1
OG0012906							WP_255667689.1
OG0012907							WP_255667691.1
OG0012908							WP_255667698.1
OG0012909							WP_255667705.1
OG0012910							WP_255667707.1
OG0012911							WP_255667714.1
OG0012912							WP_255667716.1
OG0012913							WP_255667720.1
OG0012914							WP_255667724.1
OG0012915							WP_255667730.1
OG0012916							WP_255667737.1
OG0012917							WP_255667738.1
OG0012918							WP_255667739.1
